Schooljaar;Schoolcode;tSchool;Type data;Geslacht;Bouw;Leerjaar;Profiel;Aantal leerlingen;Aantal leerlingen vj;tAantal verhuizers;tAantal afstromers;tAantal overleden;Aantal bevorderd;Aantal geslaagd
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;6;Economie en Maatschappij;16;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;17;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;15;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;17;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;21;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;9;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;30;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;4;Natuur en Techniek;33;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;5;Natuur en Techniek;17;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;19;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;6;Natuur en Techniek;7;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;19;;;;;;
24-25;40776-01ET-000;04. 40776-01ET-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;20;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Onderbouw;1;;81;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Onderbouw;1;;68;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Onderbouw;2;;61;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Onderbouw;2;;58;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Onderbouw;3;;53;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Onderbouw;3;;61;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;6;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;8;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;4;Economie en Maatschappij;17;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;6;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;5;Economie en Maatschappij;5;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;6;Economie en Maatschappij;13;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;4;Profielcombinatie EMCM;10;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;4;Profielcombinatie EMCM;10;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;5;Profielcombinatie EMCM;5;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;5;Profielcombinatie EMCM;10;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;6;Profielcombinatie EMCM;5;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;15;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;4;Natuur en Gezondheid;9;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;20;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;5;Natuur en Gezondheid;11;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;15;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;6;Natuur en Gezondheid;13;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;15;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;4;Natuur en Techniek;7;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;4;Natuur en Techniek;5;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;6;Natuur en Techniek;8;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;4;Profielcombinatie NTNG;6;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;4;Profielcombinatie NTNG;9;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;5;Profielcombinatie NTNG;6;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;5;Profielcombinatie NTNG;15;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Man;Bovenbouw;6;Profielcombinatie NTNG;20;;;;;;
24-25;42620-01FP-004;41. 42620-01FP-004;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;15;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;1;;64;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;1;;74;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;2;;82;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;2;;55;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Onderbouw;3;;77;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Onderbouw;3;;50;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;7;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;5;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;9;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;10;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Economie en Maatschappij;13;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;8;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Economie en Maatschappij;25;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;14;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;13;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;12;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;15;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;23;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;28;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;16;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;12;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;11;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;4;Natuur en Techniek;11;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;7;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;5;Natuur en Techniek;29;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;23;;;;;;
24-25;31240-02CR-000;18. 31240-02CR-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;14;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Onderbouw;1;;67;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Onderbouw;1;;78;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Onderbouw;2;;84;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Onderbouw;2;;91;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Onderbouw;3;;87;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Onderbouw;3;;67;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;6;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;10;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;7;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Bovenbouw;4;Economie en Maatschappij;34;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;5;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Bovenbouw;5;Economie en Maatschappij;27;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;14;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;23;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;13;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;22;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;8;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;19;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Bovenbouw;4;Natuur en Techniek;21;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;12;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Bovenbouw;5;Natuur en Techniek;22;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;15;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Bovenbouw;6;Natuur en Techniek;7;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;22;;;;;;
24-25;33944-02DQ-000;16. 33944-02DQ-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;27;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Onderbouw;1;;83;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Onderbouw;1;;44;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Onderbouw;2;;53;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Onderbouw;2;;49;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Onderbouw;3;;51;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Onderbouw;3;;45;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;5;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;7;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;9;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;7;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;9;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;4;Economie en Maatschappij;14;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;6;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;5;Economie en Maatschappij;6;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;8;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;6;Economie en Maatschappij;8;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;6;Economie en Maatschappij;5;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;11;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;15;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;11;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;19;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;10;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;12;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;4;Natuur en Techniek;17;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;5;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;5;Natuur en Techniek;21;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;6;;;;;;
24-25;13556-02DW-000;21. 13556-02DW-000;School;Man;Bovenbouw;6;Natuur en Techniek;18;;;;;;
24-25;41211-02FY-007;08. 41211-02FY-007;School;Vrouw;Onderbouw;1;;8;;;;;;
24-25;41211-02FY-007;08. 41211-02FY-007;School;Man;Onderbouw;1;;21;;;;;;
24-25;41211-02FY-007;08. 41211-02FY-007;School;Vrouw;Onderbouw;1;;22;;;;;;
24-25;41211-02FY-007;08. 41211-02FY-007;School;Man;Onderbouw;2;;24;;;;;;
24-25;41211-02FY-007;08. 41211-02FY-007;School;Vrouw;Onderbouw;2;;27;;;;;;
24-25;41211-02FY-007;08. 41211-02FY-007;School;Man;Onderbouw;3;;26;;;;;;
24-25;41211-02FY-007;08. 41211-02FY-007;School;Vrouw;Onderbouw;3;;36;;;;;;
24-25;41211-02FY-007;08. 41211-02FY-007;School;Man;Onderbouw;3;;9;;;;;;
24-25;41211-02FY-007;08. 41211-02FY-007;School;Vrouw;Onderbouw;3;;22;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Onderbouw;1;;77;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Onderbouw;1;;50;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Onderbouw;2;;52;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Onderbouw;2;;47;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Onderbouw;3;;62;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Onderbouw;3;;40;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;4;Cultuur en Maatschappij;6;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;5;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;12;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;4;Economie en Maatschappij;6;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;9;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;5;Economie en Maatschappij;15;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;9;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;10;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;6;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;5;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;12;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;5;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;4;Natuur en Techniek;34;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;14;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;5;Natuur en Techniek;21;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;14;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;6;Natuur en Techniek;9;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;21;;;;;;
24-25;42992-02QO-000;30. 42992-02QO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;15;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Onderbouw;1;;39;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Vrouw;Onderbouw;1;;27;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Onderbouw;2;;38;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Vrouw;Onderbouw;2;;25;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Onderbouw;3;;19;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Vrouw;Onderbouw;3;;28;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Bovenbouw;4;Economie en Maatschappij;15;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;6;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Bovenbouw;5;Economie en Maatschappij;6;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Bovenbouw;6;Economie en Maatschappij;11;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Bovenbouw;5;Profielcombinatie EMCM;9;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Vrouw;Bovenbouw;5;Profielcombinatie EMCM;6;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;10;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;5;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;13;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;15;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;5;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Man;Bovenbouw;5;Profielcombinatie NTNG;8;;;;;;
24-25;40856-02QP-000;10. 40856-02QP-000;School;Vrouw;Bovenbouw;5;Profielcombinatie NTNG;6;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;1;;73;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;1;;52;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;2;;79;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;2;;57;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Onderbouw;3;;82;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Onderbouw;3;;61;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;6;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Cultuur en Maatschappij;5;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;5;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Cultuur en Maatschappij;7;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;6;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Economie en Maatschappij;21;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;8;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Economie en Maatschappij;21;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Economie en Maatschappij;8;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Economie en Maatschappij;10;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;5;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;6;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;18;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;19;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;15;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;30;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;38;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;26;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;4;Natuur en Techniek;31;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;12;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;5;Natuur en Techniek;36;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;5;Natuur en Techniek;11;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Natuur en Techniek;5;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Man;Bovenbouw;6;Profielcombinatie NTNG;10;;;;;;
24-25;41298-02VO-000;46. 41298-02VO-000;School;Vrouw;Bovenbouw;6;Profielcombinatie NTNG;15;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Onderbouw;1;;80;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Onderbouw;1;;63;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Onderbouw;2;;74;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Onderbouw;2;;60;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Onderbouw;3;;45;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Onderbouw;3;;38;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;4;Cultuur en Maatschappij;8;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;5;Cultuur en Maatschappij;8;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;6;Cultuur en Maatschappij;17;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;4;Economie en Maatschappij;24;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;4;Economie en Maatschappij;8;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;6;Economie en Maatschappij;6;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;5;Profielcombinatie EMCM;19;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;5;Profielcombinatie EMCM;16;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;6;Profielcombinatie EMCM;12;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;6;Profielcombinatie EMCM;24;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;4;Natuur en Gezondheid;12;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;4;Natuur en Gezondheid;35;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;5;Natuur en Gezondheid;8;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;5;Natuur en Gezondheid;9;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;6;Natuur en Gezondheid;8;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;6;Natuur en Gezondheid;14;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;4;Natuur en Techniek;16;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Vrouw;Bovenbouw;4;Natuur en Techniek;15;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;6;Natuur en Techniek;5;;;;;;
24-25;42992-03AM-000;09. 42992-03AM-000;School;Man;Bovenbouw;5;Profielcombinatie NTNG;18;;;;;;
