Type data;tSchool;Schooljaar;Voorlopig definitief;Vak omschrijving;Aantal vak deelnemers;tCentraal examen;tSchoolexamen;tVerschilSeCe;Percentiel ce;Percentiel se;Percentiel sece
School;07. 13554-20RM-000;17-18;Definitief;Totaal;159;6886832;6847891;-83145;74;48;86
School;07. 13554-20RM-000;17-18;Definitief;Aardrijkskunde;67;6913432;6995522;82089;96;89;67
School;07. 13554-20RM-000;17-18;Definitief;Biologie;92;6543478;6671739;128260;65;41;72
School;07. 13554-20RM-000;17-18;Definitief;Duits;26;7469230;7146153;-323076;100;84;91
School;07. 13554-20RM-000;17-18;Definitief;Economie;76;6492105;6913157;421052;48;91;22
School;07. 13554-20RM-000;17-18;Definitief;Engels;159;7347169;7078616;-268553;48;31;72
School;07. 13554-20RM-000;17-18;Definitief;Filosofie;56;6874999;7192857;317857;60;66;40
School;07. 13554-20RM-000;17-18;Definitief;Frans;43;7358139;6925581;-432558;93;36;98
School;07. 13554-20RM-000;17-18;Definitief;Geschiedenis;78;6899999;6987179;87179;79;74;58
School;07. 13554-20RM-000;17-18;Definitief;Grieks;51;6380392;6849019;468627;41;62;34
School;07. 13554-20RM-000;17-18;Definitief;Latijn;112;6170535;6191071;20535;43;29;60
School;07. 13554-20RM-000;17-18;Definitief;Maatschappijleer;159;;7125786;;;50;
School;07. 13554-20RM-000;17-18;Definitief;Natuur, leven en technologie;30;;7333333;;;73;
School;07. 13554-20RM-000;17-18;Definitief;Natuurkunde;94;7307446;6501063;-806382;89;22;96
School;07. 13554-20RM-000;17-18;Definitief;Nederlands;159;6490566;6669811;179245;74;34;74
School;07. 13554-20RM-000;17-18;Definitief;Scheikunde;96;6871875;6778125;-93750;70;58;65
School;07. 13554-20RM-000;17-18;Definitief;Spaanse taal en literatuur;46;6967391;6556521;-410869;50;34;50
School;07. 13554-20RM-000;17-18;Definitief;Tekenen;15;7613333;7373333;-240000;100;72;86
School;07. 13554-20RM-000;17-18;Definitief;Wiskunde A;67;7270149;7020895;-249253;93;93;53
School;07. 13554-20RM-000;17-18;Definitief;Wiskunde B;89;7366292;6831460;-534831;53;60;62
School;07. 13554-20RM-000;17-18;Definitief;Wiskunde C;3;6500000;7233333;733333;64;95;25
School;07. 13554-20RM-000;18-19;Definitief;Totaal;171;6596888;6494944;-129844;29;3;84
School;07. 13554-20RM-000;18-19;Definitief;Aardrijkskunde;62;5825806;6446774;620967;3;29;8
School;07. 13554-20RM-000;18-19;Definitief;Biologie;90;6224444;6342222;117777;29;12;65
School;07. 13554-20RM-000;18-19;Definitief;Duits;41;7004878;6973170;-31707;86;65;65
School;07. 13554-20RM-000;18-19;Definitief;Economie;90;6315555;6212222;-103333;39;12;70
School;07. 13554-20RM-000;18-19;Definitief;Engels;171;7370760;6938596;-432163;43;17;81
School;07. 13554-20RM-000;18-19;Definitief;Filosofie;48;6545833;6810416;264583;20;31;42
School;07. 13554-20RM-000;18-19;Definitief;Frans;59;7305084;6759322;-545762;79;22;96
School;07. 13554-20RM-000;18-19;Definitief;Geschiedenis;84;6117857;6277380;159523;15;10;70
School;07. 13554-20RM-000;18-19;Definitief;Grieks;55;6483636;5945454;-538181;48;5;93
School;07. 13554-20RM-000;18-19;Definitief;Informatica;1;;7800000;;;100;
School;07. 13554-20RM-000;18-19;Definitief;Latijn;121;5934710;6376859;442148;8;43;8
School;07. 13554-20RM-000;18-19;Definitief;Maatschappijleer;171;;6713450;;;12;
School;07. 13554-20RM-000;18-19;Definitief;Natuur, leven en technologie;36;;6516666;;;6;
School;07. 13554-20RM-000;18-19;Definitief;Natuurkunde;95;6859999;6181052;-678947;48;10;91
School;07. 13554-20RM-000;18-19;Definitief;Nederlands;171;6497076;6260233;-236842;60;3;98
School;07. 13554-20RM-000;18-19;Definitief;Scheikunde;98;6604081;6607142;3061;31;31;39
School;07. 13554-20RM-000;18-19;Definitief;Spaanse taal en literatuur;43;6955813;6600000;-355813;60;20;60
School;07. 13554-20RM-000;18-19;Definitief;Tekenen;14;7071428;7235714;164285;58;58;86
School;07. 13554-20RM-000;18-19;Definitief;Wiskunde A;77;6749350;6455844;-293506;34;24;60
School;07. 13554-20RM-000;18-19;Definitief;Wiskunde B;94;6629787;6357446;-272340;22;17;43
School;07. 13554-20RM-000;18-19;Definitief;Wiskunde C;1;5900000;5800000;-100000;52;12;86
School;07. 13554-20RM-000;19-20;Definitief;Totaal;169;;6714428;;;12;
School;07. 13554-20RM-000;19-20;Definitief;Aardrijkskunde;74;;6605405;;;41;
School;07. 13554-20RM-000;19-20;Definitief;Biologie;88;;6588636;;;41;
School;07. 13554-20RM-000;19-20;Definitief;Duits;40;;6562500;;;24;
School;07. 13554-20RM-000;19-20;Definitief;Economie;96;;6484374;;;41;
School;07. 13554-20RM-000;19-20;Definitief;Engels;169;;6969230;;;12;
School;07. 13554-20RM-000;19-20;Definitief;Filosofie;48;;6672916;;;14;
School;07. 13554-20RM-000;19-20;Definitief;Frans;54;;7164814;;;70;
School;07. 13554-20RM-000;19-20;Definitief;Geschiedenis;94;;6670212;;;31;
School;07. 13554-20RM-000;19-20;Definitief;Grieks;51;;7050980;;;86;
School;07. 13554-20RM-000;19-20;Definitief;Latijn;122;;6010655;;;12;
School;07. 13554-20RM-000;19-20;Definitief;Maatschappijleer;169;;6870414;;;24;
School;07. 13554-20RM-000;19-20;Definitief;Natuur, leven en technologie;31;;7183870;;;48;
School;07. 13554-20RM-000;19-20;Definitief;Natuurkunde;85;;6897647;;;74;
School;07. 13554-20RM-000;19-20;Definitief;Nederlands;169;;6677514;;;22;
School;07. 13554-20RM-000;19-20;Definitief;Scheikunde;86;;6839534;;;65;
School;07. 13554-20RM-000;19-20;Definitief;Spaanse taal en literatuur;42;;6528571;;;20;
School;07. 13554-20RM-000;19-20;Definitief;Tekenen;13;;7184615;;;58;
School;07. 13554-20RM-000;19-20;Definitief;Wiskunde A;81;;6618518;;;43;
School;07. 13554-20RM-000;19-20;Definitief;Wiskunde B;82;;6731707;;;24;
School;07. 13554-20RM-000;19-20;Definitief;Wiskunde C;6;;6616666;;;69;
School;07. 13554-20RM-000;19-20;Definitief;Wiskunde D;1;;9100000;;;100;
School;07. 13554-20RM-000;20-21;Definitief;Totaal;146;6663009;6613232;-39484;46;5;89
School;07. 13554-20RM-000;20-21;Definitief;Aardrijkskunde;41;6558536;6439024;-119512;39;22;72
School;07. 13554-20RM-000;20-21;Definitief;Biologie;81;6227160;6469135;241975;34;12;67
School;07. 13554-20RM-000;20-21;Definitief;Duits;38;6831578;6739473;-92105;53;29;67
School;07. 13554-20RM-000;20-21;Definitief;Economie;76;6344736;6356578;11842;86;24;96
School;07. 13554-20RM-000;20-21;Definitief;Engels;146;7293835;6681506;-612328;29;8;91
School;07. 13554-20RM-000;20-21;Definitief;Filosofie;52;6830769;6842307;11538;56;31;70
School;07. 13554-20RM-000;20-21;Definitief;Frans;33;7560606;6939393;-621212;89;36;100
School;07. 13554-20RM-000;20-21;Definitief;Geschiedenis;82;6699999;6734146;34146;50;36;67
School;07. 13554-20RM-000;20-21;Definitief;Grieks;54;6007407;6505555;498148;24;50;34
School;07. 13554-20RM-000;20-21;Definitief;Informatica;2;;9500000;;;100;
School;07. 13554-20RM-000;20-21;Definitief;Latijn;96;5882291;6538541;656249;58;65;36
School;07. 13554-20RM-000;20-21;Definitief;Maatschappijleer;146;;6397260;;;3;
School;07. 13554-20RM-000;20-21;Definitief;Natuur, leven en technologie;31;;6967741;;;32;
School;07. 13554-20RM-000;20-21;Definitief;Natuurkunde;81;6790123;6580246;-209876;46;24;67
School;07. 13554-20RM-000;20-21;Definitief;Nederlands;146;6506849;6416438;-90410;34;3;91
Benchmark;SHZG;18-19;Definitief;Kunst (algemeen);15;6906666;;;;;
Benchmark;SHZG;18-19;Definitief;Kunst (beeldende vormgeving);409;6573955;7500244;926044;;;
Benchmark;SHZG;18-19;Definitief;Kunst (drama);158;6301973;7426582;1116447;;;
Benchmark;SHZG;18-19;Definitief;Kunst (muziek);32;6246666;7315625;1003333;;;
Benchmark;SHZG;18-19;Definitief;Latijn;3672;6647739;6468464;-179275;;;
Benchmark;SHZG;18-19;Definitief;Levensbeschouwelijk vormingsonderwijs;506;;7413241;;;;
Benchmark;SHZG;18-19;Definitief;Literatuur;112;;7500000;;;;
Benchmark;SHZG;18-19;Definitief;Maatschappijleer;4961;;7198347;;;;
Benchmark;SHZG;18-19;Definitief;Maatschappijwetenschappen;137;6781751;6732116;-49635;;;
Benchmark;SHZG;18-19;Definitief;Management en organisatie;376;6175265;6671276;496010;;;
Benchmark;SHZG;18-19;Definitief;Muziek;151;6611920;7392052;780132;;;
Benchmark;SHZG;18-19;Definitief;Natuur, leven en technologie;397;;7122166;;;;
Benchmark;SHZG;18-19;Definitief;Natuurkunde;2982;6903185;6732562;-170623;;;
Benchmark;SHZG;18-19;Definitief;Nederlands;4965;6490735;6826868;336132;;;
Benchmark;SHZG;18-19;Definitief;Onderzoek en ontwerpen (beschikking 2007);51;;7286274;;;;
Benchmark;SHZG;18-19;Definitief;Russische taal en literatuur;7;7999999;8014285;14285;;;
Benchmark;SHZG;18-19;Definitief;Scheikunde;3100;6811225;6734193;-77032;;;
Benchmark;SHZG;18-19;Definitief;Spaanse taal en literatuur;180;6801666;6877222;75555;;;
Benchmark;SHZG;18-19;Definitief;Spaanse taal en literatuur (elementair);29;;7562068;;;;
Benchmark;SHZG;18-19;Definitief;Tekenen;107;6965420;7270093;304672;;;
Benchmark;SHZG;18-19;Definitief;Totaal;4973;6772674;6875982;30961;;;
Benchmark;SHZG;18-19;Definitief;Wiskunde A;2074;6856171;6639247;-216923;;;
Benchmark;SHZG;18-19;Definitief;Wiskunde B;2779;7214429;6769269;-445160;;;
Benchmark;SHZG;18-19;Definitief;Wiskunde C;134;6197761;6553731;355970;;;
Benchmark;SHZG;18-19;Definitief;Wiskunde D;613;;7494290;;;;
Benchmark;SHZG;19-20;Definitief;Aardrijkskunde;1712;;6742932;;;;
Benchmark;SHZG;19-20;Definitief;Algemene natuurwetenschappen;409;;7319315;;;;
Benchmark;SHZG;19-20;Definitief;Bewegen, sport en maatschappij;14;;7457142;;;;
Benchmark;SHZG;19-20;Definitief;Biologie;2848;;6715660;;;;
Benchmark;SHZG;19-20;Definitief;Chinese taal en cultuur;55;;7469090;;;;
Benchmark;SHZG;19-20;Definitief;Culturele en kunstzinnige vorming;105;;7487128;;;;
Benchmark;SHZG;19-20;Definitief;Duits;1556;;6894215;;;;
Benchmark;SHZG;19-20;Definitief;Economie;2398;;6612510;;;;
Benchmark;SHZG;19-20;Definitief;Engels;4993;;7234267;;;;
Benchmark;SHZG;19-20;Definitief;Filosofie;916;;7122270;;;;
Benchmark;SHZG;19-20;Definitief;Frans;1415;;7032720;;;;
Benchmark;SHZG;19-20;Definitief;Friese taal en cultuur;1;;7400000;;;;
Benchmark;SHZG;19-20;Definitief;Geschiedenis;2429;;6836393;;;;
Benchmark;SHZG;19-20;Definitief;Godsdienst;257;;7657587;;;;
Benchmark;SHZG;19-20;Definitief;Grieks;1454;;6638514;;;;
Benchmark;SHZG;19-20;Definitief;Informatica;173;;7264161;;;;
Benchmark;SHZG;19-20;Definitief;Kunst (beeldende vormgeving);421;;7461520;;;;
Benchmark;SHZG;19-20;Definitief;Kunst (drama);133;;7424060;;;;
Benchmark;SHZG;19-20;Definitief;Kunst (muziek);38;;7600000;;;;
Benchmark;SHZG;19-20;Definitief;Latijn;3672;;6398638;;;;
Benchmark;SHZG;19-20;Definitief;Levensbeschouwelijk vormingsonderwijs;503;;7258250;;;;
Benchmark;SHZG;19-20;Definitief;Literatuur;107;;7953271;;;;
Benchmark;SHZG;19-20;Definitief;Maatschappijleer;5031;;7161796;;;;
Benchmark;SHZG;19-20;Definitief;Maatschappijwetenschappen;177;;6912994;;;;
Benchmark;SHZG;19-20;Definitief;Management en organisatie;392;;6666581;;;;
Benchmark;SHZG;19-20;Definitief;Muziek;173;;7493063;;;;
Benchmark;SHZG;19-20;Definitief;Natuur, leven en technologie;324;;7195987;;;;
Benchmark;SHZG;19-20;Definitief;Natuurkunde;2967;;6754027;;;;
Benchmark;SHZG;19-20;Definitief;Nederlands;5009;;6858854;;;;
Benchmark;SHZG;19-20;Definitief;Onderzoek en ontwerpen (beschikking 2007);24;;7300000;;;;
Benchmark;SHZG;19-20;Definitief;Russische taal;1;;8800000;;;;
Benchmark;SHZG;19-20;Definitief;Russische taal en literatuur;11;;8418181;;;;
Benchmark;SHZG;19-20;Definitief;Scheikunde;3079;;6751023;;;;
Benchmark;SHZG;19-20;Definitief;Spaanse taal en literatuur;181;;6774033;;;;
Benchmark;SHZG;19-20;Definitief;Spaanse taal en literatuur (elementair);28;;7546428;;;;
Benchmark;SHZG;19-20;Definitief;Tekenen;122;;7185245;;;;
Benchmark;SHZG;19-20;Definitief;Totaal;5041;;6893825;;;;
Benchmark;SHZG;19-20;Definitief;Wiskunde A;2162;;6644310;;;;
Benchmark;SHZG;19-20;Definitief;Wiskunde B;2749;;6942015;;;;
Benchmark;SHZG;19-20;Definitief;Wiskunde C;119;;6481512;;;;
Benchmark;SHZG;19-20;Definitief;Wiskunde D;628;;7621337;;;;
Benchmark;SHZG;20-21;Definitief;Aardrijkskunde;1704;6660933;6749882;88179;;;
Benchmark;SHZG;20-21;Definitief;Algemene natuurwetenschappen;374;;7111764;;;;
Benchmark;SHZG;20-21;Definitief;Bedrijfseconomie;369;6487533;6563143;75609;;;
Benchmark;SHZG;20-21;Definitief;Bewegen, sport en maatschappij;25;;7500000;;;;
Benchmark;SHZG;20-21;Definitief;Biologie;2710;6400335;6747675;339716;;;
Benchmark;SHZG;20-21;Definitief;Chinese taal en cultuur;50;;7691999;;;;
Benchmark;SHZG;20-21;Definitief;Culturele en kunstzinnige vorming;124;;7814516;;;;
Benchmark;SHZG;20-21;Definitief;Duits;1259;6818321;6877601;45520;;;
Benchmark;SHZG;20-21;Definitief;Economie;2316;6041738;6591234;548313;;;
Benchmark;SHZG;20-21;Definitief;Engels;4804;7414887;7198563;-233262;;;
Benchmark;SHZG;20-21;Definitief;Filosofie;831;6802424;7100240;301212;;;
Benchmark;SHZG;20-21;Definitief;Frans;1454;7046218;7038858;-25910;;;
Benchmark;SHZG;20-21;Definitief;Friese taal en cultuur;1;5700000;7000000;1300000;;;
Benchmark;SHZG;20-21;Definitief;Geschiedenis;2408;6769413;6841735;73824;;;
Benchmark;SHZG;20-21;Definitief;Godsdienst;251;;7855378;;;;
Benchmark;SHZG;20-21;Definitief;Grieks;1470;6314226;6601700;275876;;;
Benchmark;SHZG;20-21;Definitief;Informatica;219;;7532876;;;;
Benchmark;SHZG;20-21;Definitief;Kunst (algemeen);10;6960000;;;;;
Benchmark;SHZG;20-21;Definitief;Kunst (beeldende vormgeving);457;6518344;7457330;949440;;;
Benchmark;SHZG;20-21;Definitief;Kunst (drama);122;6499999;7340983;843589;;;
Benchmark;SHZG;20-21;Definitief;Kunst (muziek);34;6689285;7411764;717857;;;
Benchmark;SHZG;20-21;Definitief;Latijn;3399;5908394;6346866;434525;;;
Benchmark;SHZG;20-21;Definitief;Levensbeschouwelijk vormingsonderwijs;501;;7316367;;;;
Benchmark;SHZG;20-21;Definitief;Literatuur;115;;7654782;;;;
Benchmark;SHZG;20-21;Definitief;Maatschappijleer;4811;;7141945;;;;
Benchmark;SHZG;20-21;Definitief;Maatschappijwetenschappen;209;6508252;6873205;370388;;;
Benchmark;SHZG;20-21;Definitief;Management en organisatie;14;6685714;6914285;-228571;;;
Benchmark;SHZG;20-21;Definitief;Muziek;151;6557333;7539072;982000;;;
Benchmark;SHZG;20-21;Definitief;Natuur, leven en technologie;296;;7129054;;;;
Benchmark;SHZG;20-21;Definitief;Natuurkunde;2869;6835148;6769815;-67364;;;
Benchmark;SHZG;20-21;Definitief;Nederlands;4819;6596837;6920398;324219;;;
Benchmark;SHZG;20-21;Definitief;Onderzoek en ontwerpen (beschikking 2007);57;;7610526;;;;
Benchmark;SHZG;20-21;Definitief;Scheikunde;2929;6790843;6695903;-99279;;;
Benchmark;SHZG;20-21;Definitief;Spaanse taal en literatuur;135;7182222;6965925;-216296;;;
Benchmark;SHZG;20-21;Definitief;Spaanse taal en literatuur (elementair);12;;7833333;;;;
Benchmark;SHZG;20-21;Definitief;Tekenen;143;6948251;7168531;220279;;;
Benchmark;SHZG;20-21;Definitief;Totaal;4830;6690471;6886017;120863;;;
Benchmark;SHZG;20-21;Definitief;Wiskunde A;2017;6940059;6648487;-292277;;;
Benchmark;SHZG;20-21;Definitief;Wiskunde B;2677;6918693;6867500;-57770;;;
Benchmark;SHZG;20-21;Definitief;Wiskunde C;131;6277099;6571755;294656;;;
Benchmark;SHZG;20-21;Definitief;Wiskunde D;576;;7557812;;;;
Benchmark;SHZG;21-22;Definitief;Aardrijkskunde;1803;6514309;6719245;204936;;;
Benchmark;SHZG;21-22;Definitief;Algemene natuurwetenschappen;236;;7203389;;;;
Benchmark;SHZG;21-22;Definitief;Bedrijfseconomie;373;6316353;6499999;183646;;;
Benchmark;SHZG;21-22;Definitief;Bewegen, sport en maatschappij;24;;7545833;;;;
Benchmark;SHZG;21-22;Definitief;Biologie;2698;6581912;6671756;89844;;;
Benchmark;SHZG;21-22;Definitief;Chinese taal en cultuur;28;;7739285;;;;
Benchmark;SHZG;21-22;Definitief;Culturele en kunstzinnige vorming;109;;7872477;;;;
Benchmark;SHZG;21-22;Definitief;Duits;1301;6844692;6879554;34384;;;
Benchmark;SHZG;21-22;Definitief;Economie;2238;5811349;6426094;614745;;;
Benchmark;SHZG;21-22;Definitief;Engels;4822;7415360;7213811;-205175;;;
Benchmark;SHZG;21-22;Definitief;Filosofie;832;6883653;7014543;130889;;;
Benchmark;SHZG;21-22;Definitief;Frans;1315;6984866;6954676;-30190;;;
Benchmark;SHZG;21-22;Definitief;Friese taal en cultuur;1;7200000;8500000;1300000;;;
Benchmark;SHZG;21-22;Definitief;Geschiedenis;2453;6340644;6780024;439380;;;
Benchmark;SHZG;21-22;Definitief;Godsdienst;196;;7789795;;;;
Benchmark;SHZG;21-22;Definitief;Grieks;1678;6210548;6616626;406078;;;
Benchmark;SHZG;21-22;Definitief;Informatica;239;;7342677;;;;
Benchmark;SHZG;21-22;Definitief;Italiaanse taal en literatuur;3;;8000000;;;;
Benchmark;SHZG;21-22;Definitief;Kunst (algemeen);1;7900000;;;;;
Benchmark;SHZG;21-22;Definitief;Kunst (beeldende vormgeving);482;6643750;7434647;788333;;;
Benchmark;SHZG;21-22;Definitief;Kunst (drama);130;6847154;7429999;586178;;;
Benchmark;SHZG;21-22;Definitief;Kunst (muziek);42;6279487;7361904;1058974;;;
Benchmark;SHZG;21-22;Definitief;Latijn;3223;5762705;6271206;508501;;;
Benchmark;SHZG;21-22;Definitief;Levensbeschouwelijk vormingsonderwijs;585;;7422393;;;;
Benchmark;SHZG;21-22;Definitief;Literatuur;101;;7721782;;;;
Benchmark;SHZG;21-22;Definitief;Maatschappijleer;4826;;7240364;;;;
Benchmark;SHZG;21-22;Definitief;Maatschappijwetenschappen;194;6531958;6878350;346391;;;
Benchmark;SHZG;21-22;Definitief;Management en organisatie;1;6700000;5900000;-800000;;;
Benchmark;SHZG;21-22;Definitief;Muziek;137;6564233;7537956;973722;;;
Benchmark;SHZG;21-22;Definitief;Natuur, leven en technologie;311;;7209003;;;;
Benchmark;SHZG;21-22;Definitief;Natuurkunde;2826;6995116;6692675;-302441;;;
Benchmark;SHZG;21-22;Definitief;Nederlands;4830;6409440;6896811;487370;;;
Benchmark;SHZG;21-22;Definitief;Onderzoek en ontwerpen (beschikking 2007);32;;7546875;;;;
Benchmark;SHZG;21-22;Definitief;Russische taal en literatuur;9;9612499;9111111;-587500;;;
Benchmark;SHZG;21-22;Definitief;Scheikunde;2881;7074904;6662790;-412113;;;
Benchmark;SHZG;21-22;Definitief;Spaanse taal en literatuur;170;7102352;6906470;-195882;;;
Benchmark;SHZG;21-22;Definitief;Spaanse taal en literatuur (elementair);39;;7774358;;;;
Benchmark;SHZG;21-22;Definitief;Tekenen;141;6831914;7255319;423404;;;
Benchmark;SHZG;21-22;Definitief;Totaal;4842;6626195;6849829;137091;;;
Benchmark;SHZG;21-22;Definitief;Wiskunde A;2221;6571634;6509725;-61909;;;
Benchmark;SHZG;21-22;Definitief;Wiskunde B;2506;6796327;6766400;-31017;;;
Benchmark;SHZG;21-22;Definitief;Wiskunde C;111;6178378;6248648;70270;;;
Benchmark;SHZG;21-22;Definitief;Wiskunde D;550;;7494181;;;;
Benchmark;SHZG;22-23;Definitief;Aardrijkskunde;1687;6445643;6705038;259395;;;
Benchmark;SHZG;22-23;Definitief;Algemene natuurwetenschappen;226;;7299557;;;;
Benchmark;SHZG;22-23;Definitief;Bedrijfseconomie;345;6450724;6547536;96811;;;
Benchmark;SHZG;22-23;Definitief;Bewegen, sport en maatschappij;30;;7473333;;;;
Benchmark;SHZG;22-23;Definitief;Biologie;2532;6895497;6598420;-297077;;;
Benchmark;SHZG;22-23;Definitief;Chinese taal en cultuur;43;;7341860;;;;
Benchmark;SHZG;22-23;Definitief;Culturele en kunstzinnige vorming;96;;7483333;;;;
Benchmark;SHZG;22-23;Definitief;Duits;1041;7021902;6823727;-198174;;;
Benchmark;SHZG;22-23;Definitief;Economie;2005;6411571;6454264;42693;;;
Benchmark;SHZG;22-23;Definitief;Engels;4479;7346237;7202455;-143782;;;
Benchmark;SHZG;22-23;Definitief;Filosofie;888;6699887;7031531;331644;;;
Benchmark;SHZG;22-23;Definitief;Frans;1231;7099918;7007798;-92120;;;
Benchmark;SHZG;22-23;Definitief;Geschiedenis;2277;6677777;6743258;65480;;;
Benchmark;SHZG;22-23;Definitief;Godsdienst;181;;7579005;;;;
Benchmark;SHZG;22-23;Definitief;Grieks;1436;6508913;6517757;8844;;;
Benchmark;SHZG;22-23;Definitief;Informatica;202;;7242079;;;;
Benchmark;SHZG;22-23;Definitief;Kunst (algemeen);9;7455555;;;;;
Benchmark;SHZG;22-23;Definitief;Kunst (beeldende vormgeving);449;6996412;7493541;497757;;;
Benchmark;SHZG;22-23;Definitief;Kunst (drama);117;7075675;7443589;346846;;;
Benchmark;SHZG;22-23;Definitief;Kunst (muziek);38;7148484;7444736;263636;;;
Benchmark;SHZG;22-23;Definitief;Latijn;3128;6574008;6364354;-209654;;;
Benchmark;SHZG;22-23;Definitief;Levensbeschouwelijk vormingsonderwijs;562;;7494128;;;;
Benchmark;SHZG;22-23;Definitief;Literatuur;95;;7167368;;;;
Benchmark;SHZG;22-23;Definitief;Maatschappijleer;4484;;7141347;;;;
Benchmark;SHZG;22-23;Definitief;Maatschappijwetenschappen;192;6442187;6746875;304687;;;
Benchmark;SHZG;22-23;Definitief;Muziek;138;6823913;7587681;763768;;;
Benchmark;SHZG;22-23;Definitief;Natuur, leven en technologie;280;;7217857;;;;
Benchmark;SHZG;22-23;Definitief;Natuurkunde;2606;6744013;6794205;50191;;;
Benchmark;SHZG;22-23;Definitief;Nederlands;4489;6447404;6808309;360904;;;
Benchmark;SHZG;22-23;Definitief;Onderzoek en ontwerpen (beschikking 2007);34;;7414705;;;;
Benchmark;SHZG;22-23;Definitief;Russische taal en literatuur;3;9900000;8900000;-999999;;;
Benchmark;SHZG;22-23;Definitief;Scheikunde;2694;7094840;6716889;-377951;;;
Benchmark;SHZG;22-23;Definitief;Spaanse taal en literatuur;131;7258778;6939694;-319083;;;
Benchmark;SHZG;22-23;Definitief;Spaanse taal en literatuur (elementair);14;;7985714;;;;
Benchmark;SHZG;22-23;Definitief;Tekenen;113;7201769;7187610;-14159;;;
Benchmark;SHZG;22-23;Definitief;Totaal;4500;6817134;6838074;-52929;;;
Benchmark;SHZG;22-23;Definitief;Turkse taal en literatuur;2;8149999;7800000;-350000;;;
Benchmark;SHZG;22-23;Definitief;Wiskunde A;2039;7039823;6521775;-518048;;;
Benchmark;SHZG;22-23;Definitief;Wiskunde B;2346;7079497;6803367;-276129;;;
Benchmark;SHZG;22-23;Definitief;Wiskunde C;111;6153153;6262162;109009;;;
Benchmark;SHZG;22-23;Definitief;Wiskunde D;477;;7605241;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Aardrijkskunde;12279;6363523;6581814;218291;;;
Benchmark;VWO Landelijk;17-18;Definitief;Algemene natuurwetenschappen;11252;;7130421;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Bewegen, sport en maatschappij;1742;;7140126;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Biologie;20837;6319297;6535105;215808;;;
Benchmark;VWO Landelijk;17-18;Definitief;Chinese taal en cultuur;169;;7588757;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Duits;20804;6238511;6532296;293784;;;
Benchmark;VWO Landelijk;17-18;Definitief;Economie;19940;6364623;6478164;113540;;;
Benchmark;VWO Landelijk;17-18;Definitief;Engels;38486;6991500;7018908;27407;;;
Benchmark;VWO Landelijk;17-18;Definitief;Filosofie;3300;6651151;6958242;307090;;;
Benchmark;VWO Landelijk;17-18;Definitief;Frans;13736;6320930;6708961;388031;;;
Benchmark;VWO Landelijk;17-18;Definitief;Geschiedenis;17000;6448529;6676794;228264;;;
Benchmark;VWO Landelijk;17-18;Definitief;Godsdienst;4761;;7305503;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Grieks;2892;6637932;6863070;225138;;;
Benchmark;VWO Landelijk;17-18;Definitief;Informatica;5111;;7294306;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Klassieke culturele vorming;135;;7116296;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Kunst (algemeen);38;6605263;;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Kunst (beeldende vormgeving);3052;6296198;7223197;926708;;;
Benchmark;VWO Landelijk;17-18;Definitief;Kunst (drama);688;6119010;7345494;1218701;;;
Benchmark;VWO Landelijk;17-18;Definitief;Kunst (muziek);889;6183138;7279190;1092505;;;
Benchmark;VWO Landelijk;17-18;Definitief;Latijn;7345;6534880;6563131;28250;;;
Benchmark;VWO Landelijk;17-18;Definitief;Levensbeschouwelijk vormingsonderwijs;7739;;7299767;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Literatuur;1080;;6998981;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Maatschappijleer;36651;;7076579;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Maatschappijwetenschappen;3006;6757485;6719194;-38290;;;
Benchmark;VWO Landelijk;17-18;Definitief;Management en organisatie;9883;6308337;6608125;299787;;;
Benchmark;VWO Landelijk;17-18;Definitief;Muziek;995;6555175;7371959;816783;;;
Benchmark;VWO Landelijk;17-18;Definitief;Natuur, leven en technologie;3428;;7042123;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Natuurkunde;21052;6795297;6595368;-199928;;;
Benchmark;VWO Landelijk;17-18;Definitief;Nederlands;38486;6184040;6684667;500626;;;
Benchmark;VWO Landelijk;17-18;Definitief;Onderzoek en ontwerpen (beschikking 2007);952;;7415861;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Russische taal en literatuur;16;8875000;8856250;-18750;;;
Benchmark;VWO Landelijk;17-18;Definitief;Scheikunde;22911;6547706;6555999;8292;;;
Benchmark;VWO Landelijk;17-18;Definitief;Spaanse taal en literatuur;1674;6429689;6735603;305913;;;
Benchmark;VWO Landelijk;17-18;Definitief;Spaanse taal en literatuur (elementair);871;;7164293;;;;
Benchmark;VWO Landelijk;17-18;Definitief;Tekenen;1797;6776683;7041402;264718;;;
Benchmark;VWO Landelijk;17-18;Definitief;Totaal;38486;6546788;6777729;133559;;;
Benchmark;VWO Landelijk;17-18;Definitief;Wiskunde A;18090;6882117;6613554;-268562;;;
