Type data;tSchool;Schooljaar;Voorlopig definitief;Vak omschrijving;Aantal vak deelnemers;tCentraal examen;tSchoolexamen;tVerschilSeCe;Percentiel ce;Percentiel se;Percentiel sece
School;33. 41568-20DC-000;18-19;Definitief;Biologie;54;6220370;6498148;277777;24;24;46
School;33. 41568-20DC-000;18-19;Definitief;Duits;28;5903571;6514285;610714;3;17;12
School;33. 41568-20DC-000;18-19;Definitief;Economie;43;6662790;5958139;-704651;67;3;100
School;33. 41568-20DC-000;18-19;Definitief;Engels;104;7035576;6905769;-129807;8;5;41
School;33. 41568-20DC-000;18-19;Definitief;Filosofie;28;7092857;6885714;-207142;67;39;73
School;33. 41568-20DC-000;18-19;Definitief;Frans;25;6352000;6336000;-16000;20;8;67
School;33. 41568-20DC-000;18-19;Definitief;Geschiedenis;46;6026086;6556521;530434;10;27;31
School;33. 41568-20DC-000;18-19;Definitief;Grieks;34;6338235;6467647;129411;31;39;48
School;33. 41568-20DC-000;18-19;Definitief;Kunst (drama);14;6242857;6957142;714285;37;37;82
School;33. 41568-20DC-000;18-19;Definitief;Latijn;78;6597435;6462820;-134615;48;50;43
School;33. 41568-20DC-000;18-19;Definitief;Maatschappijleer;104;;7073076;;;46;
School;33. 41568-20DC-000;18-19;Definitief;Natuurkunde;55;6447272;6187272;-259999;15;12;65
School;33. 41568-20DC-000;18-19;Definitief;Nederlands;104;6360576;6762500;401923;36;46;41
School;33. 41568-20DC-000;18-19;Definitief;Scheikunde;59;6283050;6872881;589830;10;77;3
School;33. 41568-20DC-000;18-19;Definitief;Wiskunde A;43;7090697;6567441;-523255;81;48;79
School;33. 41568-20DC-000;18-19;Definitief;Wiskunde B;54;6624074;6416666;-207407;17;22;41
School;33. 41568-20DC-000;18-19;Definitief;Wiskunde C;6;5850000;6066666;216666;41;38;56
School;33. 41568-20DC-000;18-19;Definitief;Wiskunde D;14;;6571428;;;3;
School;33. 41568-20DC-000;19-20;Definitief;Totaal;81;;6860187;;;43;
School;33. 41568-20DC-000;19-20;Definitief;Aardrijkskunde;49;;6944897;;;77;
School;33. 41568-20DC-000;19-20;Definitief;Biologie;46;;6652173;;;48;
School;33. 41568-20DC-000;19-20;Definitief;Duits;17;;6482352;;;12;
School;33. 41568-20DC-000;19-20;Definitief;Economie;28;;6378571;;;27;
School;33. 41568-20DC-000;19-20;Definitief;Engels;81;;7367901;;;77;
School;33. 41568-20DC-000;19-20;Definitief;Filosofie;33;;6857575;;;28;
School;33. 41568-20DC-000;19-20;Definitief;Frans;12;;6758333;;;22;
School;33. 41568-20DC-000;19-20;Definitief;Geschiedenis;33;;6536363;;;12;
School;33. 41568-20DC-000;19-20;Definitief;Grieks;25;;6568000;;;43;
School;33. 41568-20DC-000;19-20;Definitief;Kunst (drama);8;;7262500;;;37;
School;33. 41568-20DC-000;19-20;Definitief;Latijn;63;;6525396;;;65;
School;33. 41568-20DC-000;19-20;Definitief;Maatschappijleer;81;;7265432;;;72;
School;33. 41568-20DC-000;19-20;Definitief;Natuurkunde;44;;6579545;;;31;
School;33. 41568-20DC-000;19-20;Definitief;Nederlands;81;;6792592;;;41;
School;33. 41568-20DC-000;19-20;Definitief;Scheikunde;50;;7021999;;;86;
School;33. 41568-20DC-000;19-20;Definitief;Wiskunde A;41;;6843902;;;72;
School;33. 41568-20DC-000;19-20;Definitief;Wiskunde B;37;;6789189;;;39;
School;33. 41568-20DC-000;19-20;Definitief;Wiskunde C;3;;6066666;;;28;
School;33. 41568-20DC-000;19-20;Definitief;Wiskunde D;14;;7142857;;;16;
School;33. 41568-20DC-000;20-21;Definitief;Totaal;80;6602875;6994421;313782;34;81;17
School;33. 41568-20DC-000;20-21;Definitief;Aardrijkskunde;38;7055263;7173684;118421;93;93;41
School;33. 41568-20DC-000;20-21;Definitief;Biologie;46;6326086;6697826;371739;43;46;46
School;33. 41568-20DC-000;20-21;Definitief;Duits;21;6076190;6685714;609523;5;22;3
School;33. 41568-20DC-000;20-21;Definitief;Economie;35;6402857;6685714;282857;91;70;70
School;33. 41568-20DC-000;20-21;Definitief;Engels;80;7586301;7362500;-284931;84;74;60
School;33. 41568-20DC-000;20-21;Definitief;Filosofie;28;7578571;7232142;-346428;98;67;98
School;33. 41568-20DC-000;20-21;Definitief;Frans;6;7159999;7850000;619999;55;98;12
School;33. 41568-20DC-000;20-21;Definitief;Geschiedenis;28;6328571;6521428;192857;24;15;48
School;33. 41568-20DC-000;20-21;Definitief;Grieks;17;6075000;7111764;899999;34;86;12
School;33. 41568-20DC-000;20-21;Definitief;Kunst (algemeen);2;5949999;;;20;;
School;33. 41568-20DC-000;20-21;Definitief;Kunst (drama);3;6833333;7600000;766666;73;73;73
School;33. 41568-20DC-000;20-21;Definitief;Latijn;71;5809859;6739436;929577;53;84;22
School;33. 41568-20DC-000;20-21;Definitief;Maatschappijleer;80;;7362500;;;81;
School;33. 41568-20DC-000;20-21;Definitief;Natuurkunde;48;6502127;6720833;180851;12;48;20
School;33. 41568-20DC-000;20-21;Definitief;Nederlands;80;6343750;7035000;691249;12;60;17
School;33. 41568-20DC-000;20-21;Definitief;Scheikunde;53;6798113;6879245;81132;48;74;22
School;33. 41568-20DC-000;20-21;Definitief;Wiskunde A;31;6903225;6803225;-100000;34;81;31
School;33. 41568-20DC-000;20-21;Definitief;Wiskunde B;47;6441304;7017021;519565;20;72;17
School;33. 41568-20DC-000;20-21;Definitief;Wiskunde C;3;5933333;6566666;633333;25;52;21
School;33. 41568-20DC-000;20-21;Definitief;Wiskunde D;20;;7150000;;;21;
School;33. 41568-20DC-000;21-22;Definitief;Totaal;96;6339789;6864759;448353;12;65;5
School;33. 41568-20DC-000;21-22;Definitief;Aardrijkskunde;47;6478723;6744680;265957;36;60;36
School;33. 41568-20DC-000;21-22;Definitief;Biologie;58;6239655;6550000;310344;17;31;20
School;33. 41568-20DC-000;21-22;Definitief;Duits;24;6783333;6879166;95833;53;53;55
School;33. 41568-20DC-000;21-22;Definitief;Economie;43;5567441;6460465;893023;36;50;36
School;33. 41568-20DC-000;21-22;Definitief;Engels;95;7558947;7132631;-426315;84;41;79
School;33. 41568-20DC-000;21-22;Definitief;Filosofie;33;5124242;6506060;1381818;3;6;6
School;33. 41568-20DC-000;21-22;Definitief;Frans;8;6600000;6799999;199999;22;34;27
School;33. 41568-20DC-000;21-22;Definitief;Geschiedenis;33;5587878;6448484;860606;3;12;12
School;33. 41568-20DC-000;21-22;Definitief;Grieks;39;5799999;6969230;1169230;24;91;8
School;33. 41568-20DC-000;21-22;Definitief;Kunst (drama);9;6433333;7111111;677777;19;19;46
School;33. 41568-20DC-000;21-22;Definitief;Latijn;67;5788059;6462686;674626;55;70;41
School;33. 41568-20DC-000;21-22;Definitief;Maatschappijleer;96;;7277083;;;58;
School;33. 41568-20DC-000;21-22;Definitief;Natuurkunde;51;6398039;6845098;447058;8;72;8
School;33. 41568-20DC-000;21-22;Definitief;Nederlands;96;6406250;6849999;443749;53;41;55
School;33. 41568-20DC-000;21-22;Definitief;Scheikunde;62;6782258;6790322;8064;27;70;20
School;33. 41568-20DC-000;21-22;Definitief;Wiskunde A;45;5899999;6886666;986666;5;96;5
School;33. 41568-20DC-000;21-22;Definitief;Wiskunde B;46;6526086;7119565;593478;29;86;8
School;33. 41568-20DC-000;21-22;Definitief;Wiskunde C;3;6500000;6333333;-166666;73;63;52
School;33. 41568-20DC-000;21-22;Definitief;Wiskunde D;19;;7842105;;;74;
School;33. 41568-20DC-000;22-23;Definitief;Totaal;65;6550193;6902716;248455;20;67;5
School;33. 41568-20DC-000;22-23;Definitief;Aardrijkskunde;28;6667857;6917857;250000;72;84;48
School;33. 41568-20DC-000;22-23;Definitief;Biologie;34;6367647;6447058;79411;10;34;15
School;33. 41568-20DC-000;22-23;Definitief;Duits;19;6994736;6268421;-726315;48;12;96
School;33. 41568-20DC-000;22-23;Definitief;Economie;25;6176000;6348000;171999;27;46;43
School;33. 41568-20DC-000;22-23;Definitief;Engels;63;7217460;7207936;-9523;27;50;34
School;33. 41568-20DC-000;22-23;Definitief;Filosofie;30;6843333;7140000;296666;56;62;45
School;33. 41568-20DC-000;22-23;Definitief;Frans;12;6933333;7283333;350000;36;77;15
School;33. 41568-20DC-000;22-23;Definitief;Geschiedenis;31;6135483;6670967;535483;24;50;17
School;33. 41568-20DC-000;22-23;Definitief;Grieks;25;6755999;6632000;-124000;70;65;60
School;33. 41568-20DC-000;22-23;Definitief;Kunst (drama);6;6833333;7166666;333333;46;37;64
School;33. 41568-20DC-000;22-23;Definitief;Latijn;46;6686956;6728260;41304;58;84;34
School;33. 41568-20DC-000;22-23;Definitief;Maatschappijleer;65;;7620000;;;91;
School;33. 41568-20DC-000;22-23;Definitief;Natuurkunde;34;5876470;6564705;688235;3;29;5
School;33. 41568-20DC-000;22-23;Definitief;Nederlands;64;6323437;6704687;381249;29;34;41
School;33. 41568-20DC-000;22-23;Definitief;Scheikunde;37;6154054;6894594;740540;3;74;3
School;33. 41568-20DC-000;22-23;Definitief;Wiskunde A;35;7137142;6928571;-208571;58;91;27
School;33. 41568-20DC-000;22-23;Definitief;Wiskunde B;27;5859259;6988888;1129629;3;77;3
School;33. 41568-20DC-000;22-23;Definitief;Wiskunde C;2;5700000;5800000;100000;32;29;47
School;33. 41568-20DC-000;22-23;Definitief;Wiskunde D;6;;8116666;;;85;
School;31. 41775-15SC-000;17-18;Definitief;Totaal;204;6753371;6864565;87021;53;55;46
School;31. 41775-15SC-000;17-18;Definitief;Aardrijkskunde;17;6223529;6576470;352941;22;36;27
School;31. 41775-15SC-000;17-18;Definitief;Algemene natuurwetenschappen;5;;7200000;;;44;
School;31. 41775-15SC-000;17-18;Definitief;Biologie;162;6282716;6741358;458641;24;60;20
School;31. 41775-15SC-000;17-18;Definitief;Chinese taal en cultuur;18;;7611111;;;50;
School;31. 41775-15SC-000;17-18;Definitief;Duits;77;6884415;6420779;-463636;62;12;98
School;31. 41775-15SC-000;17-18;Definitief;Economie;56;6689285;6507142;-182142;65;29;86
School;31. 41775-15SC-000;17-18;Definitief;Engels;204;7519607;7180392;-339215;81;43;84
School;31. 41775-15SC-000;17-18;Definitief;Filosofie;12;6766666;6733333;-33333;49;26;75
School;31. 41775-15SC-000;17-18;Definitief;Frans;74;7089189;6937837;-151351;72;41;81
School;31. 41775-15SC-000;17-18;Definitief;Geschiedenis;115;6737391;6991304;253913;65;77;48
School;31. 41775-15SC-000;17-18;Definitief;Grieks;46;6421739;6430434;8695;43;15;67
School;31. 41775-15SC-000;17-18;Definitief;Kunst (algemeen);1;7500000;;;50;;
School;31. 41775-15SC-000;17-18;Definitief;Kunst (beeldende vormgeving);10;6730000;7310000;580000;71;36;78
School;31. 41775-15SC-000;17-18;Definitief;Kunst (drama);8;6714285;8050000;1285714;78;100;45
School;31. 41775-15SC-000;17-18;Definitief;Kunst (muziek);4;6500000;8000000;1500000;60;100;40
School;31. 41775-15SC-000;17-18;Definitief;Latijn;166;6255421;6622891;367469;53;72;41
School;31. 41775-15SC-000;17-18;Definitief;Maatschappijleer;204;;6809313;;;8;
School;31. 41775-15SC-000;17-18;Definitief;Management en organisatie;33;6781818;6460606;-321212;87;34;87
School;31. 41775-15SC-000;17-18;Definitief;Natuurkunde;165;6853939;6906666;52727;27;79;17
School;31. 41775-15SC-000;17-18;Definitief;Nederlands;204;6135784;6556862;421078;8;17;53
School;31. 41775-15SC-000;17-18;Definitief;Scheikunde;165;6660000;6930303;270303;36;77;20
School;31. 41775-15SC-000;17-18;Definitief;Spaanse taal en literatuur;28;7817857;7132142;-685714;84;100;84
School;31. 41775-15SC-000;17-18;Definitief;Wiskunde A;57;7150877;6703508;-447368;81;60;81
School;31. 41775-15SC-000;17-18;Definitief;Wiskunde B;145;7260000;7262758;2758;43;93;20
School;31. 41775-15SC-000;17-18;Definitief;Wiskunde C;2;4699999;6150000;1450000;6;31;6
School;31. 41775-15SC-000;17-18;Definitief;Wiskunde D;38;;7855263;;;76;
School;31. 41775-15SC-000;18-19;Definitief;Totaal;202;6887859;6861249;-31491;72;48;70
School;31. 41775-15SC-000;18-19;Definitief;Aardrijkskunde;33;6272727;6690909;418181;31;62;29
School;31. 41775-15SC-000;18-19;Definitief;Biologie;146;6483561;6783561;300000;58;70;43
School;31. 41775-15SC-000;18-19;Definitief;Chinese taal en cultuur;15;;7686666;;;50;
School;31. 41775-15SC-000;18-19;Definitief;Duits;80;6987500;6663750;-323750;84;29;96
School;31. 41775-15SC-000;18-19;Definitief;Economie;49;6673469;6255102;-418367;70;15;98
School;31. 41775-15SC-000;18-19;Definitief;Engels;202;7596039;7282178;-313861;89;70;72
School;31. 41775-15SC-000;18-19;Definitief;Filosofie;13;7261538;6538461;-723076;89;9;100
School;31. 41775-15SC-000;18-19;Definitief;Frans;69;7571014;6943478;-627536;93;36;98
School;31. 41775-15SC-000;18-19;Definitief;Geschiedenis;138;6819565;7113043;293478;79;84;53
School;31. 41775-15SC-000;18-19;Definitief;Grieks;86;6425581;6554651;129069;43;43;50
School;31. 41775-15SC-000;18-19;Definitief;Kunst (algemeen);1;5800000;;;20;;
School;31. 41775-15SC-000;18-19;Definitief;Kunst (beeldende vormgeving);15;6630769;7553333;923076;49;59;49
School;31. 41775-15SC-000;18-19;Definitief;Kunst (drama);11;6563636;7954545;1390909;73;91;28
School;31. 41775-15SC-000;18-19;Definitief;Kunst (muziek);5;6600000;8320000;1450000;100;100;25
School;31. 41775-15SC-000;18-19;Definitief;Latijn;124;6778225;6409677;-368548;70;46;65
School;31. 41775-15SC-000;18-19;Definitief;Maatschappijleer;202;;6733168;;;15;
School;31. 41775-15SC-000;18-19;Definitief;Management en organisatie;30;6370000;6840000;469999;74;80;54
School;31. 41775-15SC-000;18-19;Definitief;Natuurkunde;150;6923333;6689333;-234000;53;39;53
School;31. 41775-15SC-000;18-19;Definitief;Nederlands;202;6412376;6702475;290099;43;43;58
School;31. 41775-15SC-000;18-19;Definitief;Scheikunde;146;6965753;6936986;-28767;67;84;41
School;31. 41775-15SC-000;18-19;Definitief;Spaanse taal en literatuur;39;7620512;7182051;-438461;100;80;100
School;31. 41775-15SC-000;18-19;Definitief;Wiskunde A;65;6970769;6546153;-424615;72;43;67
School;31. 41775-15SC-000;18-19;Definitief;Wiskunde B;135;7034814;7209629;174814;39;91;8
School;31. 41775-15SC-000;18-19;Definitief;Wiskunde C;2;6800000;6250000;-549999;86;41;97
School;31. 41775-15SC-000;18-19;Definitief;Wiskunde D;43;;7255813;;;32;
School;31. 41775-15SC-000;19-20;Definitief;Totaal;165;;6756968;;;17;
School;31. 41775-15SC-000;19-20;Definitief;Aardrijkskunde;20;;6395000;;;10;
School;31. 41775-15SC-000;19-20;Definitief;Biologie;106;;6738679;;;55;
School;31. 41775-15SC-000;19-20;Definitief;Chinese taal en cultuur;9;;7977777;;;67;
School;31. 41775-15SC-000;19-20;Definitief;Duits;81;;6917283;;;58;
School;31. 41775-15SC-000;19-20;Definitief;Economie;52;;6265384;;;17;
School;31. 41775-15SC-000;19-20;Definitief;Engels;164;;7246951;;;50;
School;31. 41775-15SC-000;19-20;Definitief;Filosofie;14;;7192857;;;56;
School;31. 41775-15SC-000;19-20;Definitief;Frans;59;;6883050;;;34;
School;31. 41775-15SC-000;19-20;Definitief;Geschiedenis;112;;6933928;;;74;
School;31. 41775-15SC-000;19-20;Definitief;Grieks;31;;5525806;;;5;
School;31. 41775-15SC-000;19-20;Definitief;Kunst (beeldende vormgeving);17;;6852941;;;7;
School;31. 41775-15SC-000;19-20;Definitief;Kunst (drama);5;;8020000;;;91;
School;31. 41775-15SC-000;19-20;Definitief;Kunst (muziek);13;;8100000;;;100;
School;31. 41775-15SC-000;19-20;Definitief;Latijn;140;;5911428;;;10;
School;31. 41775-15SC-000;19-20;Definitief;Maatschappijleer;165;;6925454;;;31;
School;31. 41775-15SC-000;19-20;Definitief;Management en organisatie;31;;6751612;;;67;
School;31. 41775-15SC-000;19-20;Definitief;Natuurkunde;113;;6823008;;;60;
School;31. 41775-15SC-000;19-20;Definitief;Nederlands;164;;6323780;;;3;
School;31. 41775-15SC-000;19-20;Definitief;Scheikunde;112;;6900000;;;77;
School;31. 41775-15SC-000;19-20;Definitief;Spaanse taal en literatuur;33;;6821212;;;80;
School;31. 41775-15SC-000;19-20;Definitief;Wiskunde A;51;;6558823;;;34;
School;31. 41775-15SC-000;19-20;Definitief;Wiskunde B;112;;7080357;;;74;
School;31. 41775-15SC-000;19-20;Definitief;Wiskunde C;2;;5050000;;;4;
School;31. 41775-15SC-000;19-20;Definitief;Wiskunde D;37;;7386486;;;31;
School;31. 41775-15SC-000;20-21;Definitief;Totaal;160;6930661;6800569;-116261;91;27;93
School;31. 41775-15SC-000;20-21;Definitief;Aardrijkskunde;53;6583018;6524528;-58490;46;31;62
School;31. 41775-15SC-000;20-21;Definitief;Bedrijfseconomie;24;6408333;6437500;29166;40;47;54
School;31. 41775-15SC-000;20-21;Definitief;Biologie;106;6424528;6759433;334905;60;53;53
School;31. 41775-15SC-000;20-21;Definitief;Chinese taal en cultuur;17;;7782352;;;75;
School;31. 41775-15SC-000;20-21;Definitief;Duits;36;7280555;6919444;-361111;93;55;89
School;31. 41775-15SC-000;20-21;Definitief;Economie;44;5899999;6211363;311363;39;8;67
School;31. 41775-15SC-000;20-21;Definitief;Engels;160;7461250;7336875;-124374;55;67;43
School;31. 41775-15SC-000;20-21;Definitief;Filosofie;8;6000000;6925000;924999;9;39;9
School;31. 41775-15SC-000;20-21;Definitief;Frans;80;7398750;6798749;-600000;77;27;98
School;31. 41775-15SC-000;20-21;Definitief;Geschiedenis;101;7502970;6940594;-562376;100;70;100
School;31. 41775-15SC-000;20-21;Definitief;Grieks;46;6039130;6028260;-10869;29;12;72
School;31. 41775-15SC-000;20-21;Definitief;Kunst (algemeen);1;6500000;;;40;;
School;31. 41775-15SC-000;20-21;Definitief;Kunst (beeldende vormgeving);15;7045454;6746666;-236363;84;4;100
School;31. 41775-15SC-000;20-21;Definitief;Kunst (drama);10;6514285;7369999;814285;55;46;64
School;31. 41775-15SC-000;20-21;Definitief;Kunst (muziek);7;7119999;7457142;519999;100;80;80
School;31. 41775-15SC-000;20-21;Definitief;Latijn;121;6296694;6185123;-111570;81;31;89
School;31. 41775-15SC-000;20-21;Definitief;Maatschappijleer;160;;6418750;;;5;
School;31. 41775-15SC-000;20-21;Definitief;Natuurkunde;106;7084905;6785849;-299056;91;62;89
School;31. 41775-15SC-000;20-21;Definitief;Nederlands;160;6734999;6713125;-21874;79;31;86
School;31. 41775-15SC-000;20-21;Definitief;Scheikunde;111;7267567;7047747;-219819;96;96;70
School;31. 41775-15SC-000;20-21;Definitief;Spaanse taal en literatuur;20;8450000;7759999;-690000;84;84;84
School;31. 41775-15SC-000;20-21;Definitief;Wiskunde A;43;7504651;6804651;-700000;100;84;86
School;31. 41775-15SC-000;20-21;Definitief;Wiskunde B;116;6824137;7138793;314655;41;89;24
School;31. 41775-15SC-000;20-21;Definitief;Wiskunde C;1;5300000;6100000;800000;7;18;14
School;31. 41775-15SC-000;20-21;Definitief;Wiskunde D;34;;7497058;;;49;
School;31. 41775-15SC-000;21-22;Definitief;Totaal;170;6706657;6689139;-29782;65;10;89
School;31. 41775-15SC-000;21-22;Definitief;Aardrijkskunde;56;6262500;6492857;230357;17;31;39
School;31. 41775-15SC-000;21-22;Definitief;Bedrijfseconomie;29;6155172;6551724;396551;25;57;32
School;31. 41775-15SC-000;21-22;Definitief;Biologie;98;6677551;6575510;-102040;62;36;77
School;31. 41775-15SC-000;21-22;Definitief;Chinese taal en cultuur;4;;8250000;;;75;
School;31. 41775-15SC-000;21-22;Definitief;Duits;38;6721052;6302631;-418421;46;8;91
School;31. 41775-15SC-000;21-22;Definitief;Economie;65;5204615;5860000;655384;8;8;53
School;31. 41775-15SC-000;21-22;Definitief;Engels;170;7405294;7454705;49411;39;81;22
School;31. 41775-15SC-000;21-22;Definitief;Filosofie;15;6639999;6813333;173333;31;31;50
School;31. 41775-15SC-000;21-22;Definitief;Frans;67;7137313;6765671;-371641;62;29;81
School;31. 41775-15SC-000;21-22;Definitief;Geschiedenis;113;6750442;6776991;26548;91;53;91
School;31. 41775-15SC-000;21-22;Definitief;Grieks;39;5987179;5782051;-205128;36;3;79
School;31. 41775-15SC-000;21-22;Definitief;Kunst (beeldende vormgeving);8;6757142;6675000;-214285;57;4;100
School;31. 41775-15SC-000;21-22;Definitief;Kunst (drama);9;7399999;7599999;212500;91;73;82
School;31. 41775-15SC-000;21-22;Definitief;Kunst (muziek);2;6350000;6800000;450000;50;17;84
School;31. 41775-15SC-000;21-22;Definitief;Latijn;139;6192086;6188489;-3597;81;41;86
School;31. 41775-15SC-000;21-22;Definitief;Maatschappijleer;170;;6648235;;;10;
School;31. 41775-15SC-000;21-22;Definitief;Natuurkunde;100;7220000;6795999;-424000;77;70;62
School;31. 41775-15SC-000;21-22;Definitief;Nederlands;170;6287647;6637058;349411;27;22;72
School;31. 41775-15SC-000;21-22;Definitief;Scheikunde;104;7303846;6667307;-636538;70;55;67
School;31. 41775-15SC-000;21-22;Definitief;Spaanse taal en literatuur;37;7759459;7048648;-710810;100;80;80
School;31. 41775-15SC-000;21-22;Definitief;Wiskunde A;67;6659701;6461194;-198507;67;41;62
School;31. 41775-15SC-000;21-22;Definitief;Wiskunde B;101;6775247;7014851;239603;60;74;24
School;31. 41775-15SC-000;21-22;Definitief;Wiskunde C;2;6050000;5699999;-350000;38;18;76
School;31. 41775-15SC-000;21-22;Definitief;Wiskunde D;36;;7147222;;;22;
School;31. 41775-15SC-000;22-23;Definitief;Totaal;149;7247137;6920164;-346062;100;70;100
School;31. 41775-15SC-000;22-23;Definitief;Aardrijkskunde;48;6406249;6612500;206249;48;46;50
School;31. 41775-15SC-000;22-23;Definitief;Bedrijfseconomie;15;7119999;6633333;-486666;100;63;100
School;31. 41775-15SC-000;22-23;Definitief;Biologie;92;7270652;6927173;-343478;96;96;58
School;31. 41775-15SC-000;22-23;Definitief;Chinese taal en cultuur;7;;7028571;;;50;
School;31. 41775-15SC-000;22-23;Definitief;Duits;45;7611111;6684444;-926666;93;34;98
School;31. 41775-15SC-000;22-23;Definitief;Economie;48;6264583;6577083;312500;36;70;34
School;31. 41775-15SC-000;22-23;Definitief;Engels;149;7609395;7530872;-78523;93;91;46
School;31. 41775-15SC-000;22-23;Definitief;Filosofie;17;6464705;6770588;305882;37;28;42
School;31. 41775-15SC-000;22-23;Definitief;Frans;49;7918367;6934693;-983673;98;43;100
School;31. 41775-15SC-000;22-23;Definitief;Geschiedenis;105;7372380;6879047;-493333;100;72;96
School;31. 41775-15SC-000;22-23;Definitief;Grieks;45;7313333;6435555;-877777;91;46;96
School;31. 41775-15SC-000;22-23;Definitief;Kunst (algemeen);5;7639999;;;75;;
School;31. 41775-15SC-000;22-23;Definitief;Kunst (beeldende vormgeving);8;7025000;7100000;74999;50;10;79
School;31. 41775-15SC-000;22-23;Definitief;Kunst (drama);6;7420000;7866666;400000;73;91;46
School;31. 41775-15SC-000;22-23;Definitief;Kunst (muziek);3;7050000;7533333;900000;50;84;34
School;31. 41775-15SC-000;22-23;Definitief;Latijn;112;7119642;6311607;-808035;84;46;86
School;31. 41775-15SC-000;22-23;Definitief;Maatschappijleer;149;;6906711;;;27;
School;31. 41775-15SC-000;22-23;Definitief;Natuurkunde;106;7055660;7235849;180188;89;96;36
School;31. 41775-15SC-000;22-23;Definitief;Nederlands;149;6543624;6746979;203355;70;41;70
School;31. 41775-15SC-000;22-23;Definitief;Scheikunde;100;7832000;7045999;-786000;100;86;77
School;31. 41775-15SC-000;22-23;Definitief;Spaanse taal en literatuur;26;8496153;6869230;-1626923;100;80;100
School;31. 41775-15SC-000;22-23;Definitief;Wiskunde A;42;7428571;6371428;-1057142;93;31;96
School;31. 41775-15SC-000;22-23;Definitief;Wiskunde B;104;7472115;7167307;-304807;79;86;53
School;31. 41775-15SC-000;22-23;Definitief;Wiskunde C;3;6566666;5200000;-1366666;66;7;100
School;31. 41775-15SC-000;22-23;Definitief;Wiskunde D;30;;7803333;;;67;
School;27. 42505-20DP-000;17-18;Definitief;Totaal;175;6866622;6997389;59679;72;81;48
School;27. 42505-20DP-000;17-18;Definitief;Aardrijkskunde;65;6800000;6769230;-30769;86;74;81
School;27. 42505-20DP-000;17-18;Definitief;Algemene natuurwetenschappen;175;;7145142;;;19;
School;27. 42505-20DP-000;17-18;Definitief;Biologie;105;6446666;6706666;259999;50;48;46
School;27. 42505-20DP-000;17-18;Definitief;Duits;57;6773684;6973684;200000;48;65;43
School;27. 42505-20DP-000;17-18;Definitief;Economie;86;6917441;6538372;-379069;86;39;89
School;27. 42505-20DP-000;17-18;Definitief;Engels;175;7329142;7204571;-124571;41;48;46
School;27. 42505-20DP-000;17-18;Definitief;Filosofie;77;6355844;6907792;551948;29;40;32
School;27. 42505-20DP-000;17-18;Definitief;Frans;34;7152941;7249999;97058;77;81;62
School;27. 42505-20DP-000;17-18;Definitief;Geschiedenis;97;7400000;7139175;-260824;98;89;86
School;27. 42505-20DP-000;17-18;Definitief;Grieks;76;6627631;6607894;-19736;65;31;74
School;27. 42505-20DP-000;17-18;Definitief;Kunst (beeldende vormgeving);17;6570588;7147058;576470;52;20;81
School;27. 42505-20DP-000;17-18;Definitief;Latijn;108;6333333;6744444;411111;58;84;36
School;27. 42505-20DP-000;17-18;Definitief;Maatschappijleer;175;;7430285;;;81;
School;27. 42505-20DP-000;17-18;Definitief;Muziek;35;6720000;7491428;771428;70;40;60
School;27. 42505-20DP-000;17-18;Definitief;Natuurkunde;110;6818181;6988181;169999;20;89;12
School;27. 42505-20DP-000;17-18;Definitief;Nederlands;175;6504000;6923428;419428;79;77;55
School;27. 42505-20DP-000;17-18;Definitief;Scheikunde;106;6706603;7058490;351886;46;86;10
School;27. 42505-20DP-000;17-18;Definitief;Wiskunde A;85;7168235;6792941;-375294;84;74;74
School;27. 42505-20DP-000;17-18;Definitief;Wiskunde B;89;7910112;6896629;-1013483;93;67;81
School;27. 42505-20DP-000;17-18;Definitief;Wiskunde C;1;6300000;5900000;-400000;48;17;78
School;27. 42505-20DP-000;17-18;Definitief;Wiskunde D;29;;7165517;;;19;
School;27. 42505-20DP-000;18-19;Definitief;Totaal;205;6999831;7035282;-14309;86;86;65
School;27. 42505-20DP-000;18-19;Definitief;Aardrijkskunde;63;6473015;6699999;226984;43;72;41
School;27. 42505-20DP-000;18-19;Definitief;Algemene natuurwetenschappen;6;;6850000;;;34;
School;27. 42505-20DP-000;18-19;Definitief;Biologie;153;6785620;7012418;226797;86;96;53
School;27. 42505-20DP-000;18-19;Definitief;Duits;46;6802173;7432608;630434;58;100;8
School;27. 42505-20DP-000;18-19;Definitief;Economie;94;7055319;6686170;-369148;96;65;96
School;27. 42505-20DP-000;18-19;Definitief;Engels;205;7559024;7302439;-256585;79;77;62
School;27. 42505-20DP-000;18-19;Definitief;Filosofie;62;7306451;7066129;-240322;92;56;75
School;27. 42505-20DP-000;18-19;Definitief;Frans;53;7650943;7205660;-445283;96;74;93
School;27. 42505-20DP-000;18-19;Definitief;Geschiedenis;101;6907920;7103960;196039;89;81;65
School;27. 42505-20DP-000;18-19;Definitief;Grieks;45;6806666;6868888;62222;77;81;53
School;27. 42505-20DP-000;18-19;Definitief;Kunst (beeldende vormgeving);18;5861111;6711111;850000;10;4;55
School;27. 42505-20DP-000;18-19;Definitief;Kunst (drama);15;5149999;6700000;1333333;10;10;37
School;27. 42505-20DP-000;18-19;Definitief;Latijn;169;6645562;6671597;26035;53;74;31
School;27. 42505-20DP-000;18-19;Definitief;Maatschappijleer;205;;7454634;;;72;
