Type data;tSchool;Schooljaar;Vak omschrijving;Aantal vak deelnemers;Totaal aantal vak deelnemers
School;07. 13554-20RM-000;17-18;Aardrijkskunde;61;148
School;07. 13554-20RM-000;17-18;Biologie;86;148
School;07. 13554-20RM-000;17-18;Duits;24;148
School;07. 13554-20RM-000;17-18;Economie;70;148
School;07. 13554-20RM-000;17-18;Engels;148;148
School;07. 13554-20RM-000;17-18;Filosofie;53;148
School;07. 13554-20RM-000;17-18;Frans;41;148
School;07. 13554-20RM-000;17-18;Geschiedenis;72;148
School;07. 13554-20RM-000;17-18;Grieks;48;148
School;07. 13554-20RM-000;17-18;Latijn;104;148
School;07. 13554-20RM-000;17-18;Lichamelijke opvoeding;148;148
School;07. 13554-20RM-000;17-18;Maatschappijleer;148;148
School;07. 13554-20RM-000;17-18;Natuur, leven en technologie;30;148
School;07. 13554-20RM-000;17-18;Natuurkunde;90;148
School;07. 13554-20RM-000;17-18;Nederlands;148;148
School;07. 13554-20RM-000;17-18;Rekentoets;148;148
School;07. 13554-20RM-000;17-18;Scheikunde;91;148
School;07. 13554-20RM-000;17-18;Spaanse taal en literatuur;41;148
School;07. 13554-20RM-000;17-18;Tekenen;14;148
School;07. 13554-20RM-000;17-18;Wiskunde A;60;148
School;07. 13554-20RM-000;17-18;Wiskunde B;85;148
School;07. 13554-20RM-000;17-18;Wiskunde C;3;148
School;07. 13554-20RM-000;18-19;Aardrijkskunde;53;151
School;07. 13554-20RM-000;18-19;Biologie;80;151
School;07. 13554-20RM-000;18-19;Duits;37;151
School;07. 13554-20RM-000;18-19;Economie;81;151
School;07. 13554-20RM-000;18-19;Engels;151;151
School;07. 13554-20RM-000;18-19;Filosofie;41;151
School;07. 13554-20RM-000;18-19;Frans;56;151
School;07. 13554-20RM-000;18-19;Geschiedenis;71;151
School;07. 13554-20RM-000;18-19;Grieks;50;151
School;07. 13554-20RM-000;18-19;Informatica;1;151
School;07. 13554-20RM-000;18-19;Latijn;105;151
School;07. 13554-20RM-000;18-19;Lichamelijke opvoeding;151;151
School;07. 13554-20RM-000;18-19;Maatschappijleer;151;151
School;07. 13554-20RM-000;18-19;Natuur, leven en technologie;34;151
School;07. 13554-20RM-000;18-19;Natuurkunde;87;151
School;07. 13554-20RM-000;18-19;Nederlands;151;151
School;07. 13554-20RM-000;18-19;Rekentoets;151;151
School;07. 13554-20RM-000;18-19;Scheikunde;89;151
School;07. 13554-20RM-000;18-19;Spaanse taal en literatuur;38;151
School;07. 13554-20RM-000;18-19;Tekenen;13;151
School;07. 13554-20RM-000;18-19;Wiskunde A;62;151
School;07. 13554-20RM-000;18-19;Wiskunde B;89;151
School;07. 13554-20RM-000;18-19;Wiskunde C;1;151
School;07. 13554-20RM-000;19-20;Aardrijkskunde;71;164
School;07. 13554-20RM-000;19-20;Biologie;86;164
School;07. 13554-20RM-000;19-20;Duits;37;164
School;07. 13554-20RM-000;19-20;Economie;93;164
School;07. 13554-20RM-000;19-20;Engels;164;164
School;07. 13554-20RM-000;19-20;Filosofie;47;164
School;07. 13554-20RM-000;19-20;Frans;53;164
School;07. 13554-20RM-000;19-20;Geschiedenis;90;164
School;07. 13554-20RM-000;19-20;Grieks;49;164
School;07. 13554-20RM-000;19-20;Latijn;119;164
School;07. 13554-20RM-000;19-20;Lichamelijke opvoeding;164;164
School;07. 13554-20RM-000;19-20;Maatschappijleer;164;164
School;07. 13554-20RM-000;19-20;Natuur, leven en technologie;31;164
School;07. 13554-20RM-000;19-20;Natuurkunde;84;164
School;07. 13554-20RM-000;19-20;Nederlands;164;164
School;07. 13554-20RM-000;19-20;Scheikunde;85;164
School;07. 13554-20RM-000;19-20;Spaanse taal en literatuur;42;164
School;07. 13554-20RM-000;19-20;Tekenen;12;164
School;07. 13554-20RM-000;19-20;Wiskunde A;77;164
School;07. 13554-20RM-000;19-20;Wiskunde B;82;164
School;07. 13554-20RM-000;19-20;Wiskunde C;5;164
School;07. 13554-20RM-000;19-20;Wiskunde D;1;164
School;07. 13554-20RM-000;20-21;Aardrijkskunde;39;140
School;07. 13554-20RM-000;20-21;Biologie;79;140
School;07. 13554-20RM-000;20-21;Duits;35;140
School;07. 13554-20RM-000;20-21;Economie;72;140
School;07. 13554-20RM-000;20-21;Engels;140;140
School;07. 13554-20RM-000;20-21;Filosofie;51;140
School;07. 13554-20RM-000;20-21;Frans;33;140
School;07. 13554-20RM-000;20-21;Geschiedenis;78;140
School;07. 13554-20RM-000;20-21;Grieks;51;140
School;07. 13554-20RM-000;20-21;Informatica;2;140
School;07. 13554-20RM-000;20-21;Latijn;93;140
School;07. 13554-20RM-000;20-21;Lichamelijke opvoeding;140;140
School;07. 13554-20RM-000;20-21;Maatschappijleer;140;140
School;07. 13554-20RM-000;20-21;Natuur, leven en technologie;30;140
School;07. 13554-20RM-000;20-21;Natuurkunde;78;140
School;07. 13554-20RM-000;20-21;Nederlands;140;140
School;07. 13554-20RM-000;20-21;Scheikunde;82;140
School;07. 13554-20RM-000;20-21;Spaanse taal en literatuur;29;140
School;07. 13554-20RM-000;20-21;Tekenen;15;140
School;07. 13554-20RM-000;20-21;Wiskunde A;59;140
School;07. 13554-20RM-000;20-21;Wiskunde B;77;140
School;07. 13554-20RM-000;20-21;Wiskunde C;4;140
School;07. 13554-20RM-000;20-21;Wiskunde D;1;140
School;07. 13554-20RM-000;21-22;Aardrijkskunde;47;125
School;07. 13554-20RM-000;21-22;Bedrijfseconomie;1;125
School;07. 13554-20RM-000;21-22;Biologie;75;125
School;07. 13554-20RM-000;21-22;Duits;22;125
School;07. 13554-20RM-000;21-22;Economie;50;125
School;07. 13554-20RM-000;21-22;Engels;124;125
School;07. 13554-20RM-000;21-22;Filosofie;37;125
School;07. 13554-20RM-000;21-22;Frans;38;125
School;07. 13554-20RM-000;21-22;Geschiedenis;65;125
School;07. 13554-20RM-000;21-22;Grieks;62;125
School;07. 13554-20RM-000;21-22;Italiaanse taal en literatuur;3;125
School;07. 13554-20RM-000;21-22;Latijn;68;125
School;07. 13554-20RM-000;21-22;Lichamelijke opvoeding;125;125
School;07. 13554-20RM-000;21-22;Maatschappijleer;125;125
School;07. 13554-20RM-000;21-22;Natuur, leven en technologie;22;125
School;07. 13554-20RM-000;21-22;Natuurkunde;76;125
School;07. 13554-20RM-000;21-22;Nederlands;124;125
School;07. 13554-20RM-000;21-22;Scheikunde;79;125
School;07. 13554-20RM-000;21-22;Spaanse taal en literatuur;34;125
School;07. 13554-20RM-000;21-22;Tekenen;17;125
School;07. 13554-20RM-000;21-22;Wiskunde A;59;125
School;07. 13554-20RM-000;21-22;Wiskunde B;62;125
School;07. 13554-20RM-000;21-22;Wiskunde C;3;125
School;07. 13554-20RM-000;21-22;Wiskunde D;1;125
School;07. 13554-20RM-000;22-23;Aardrijkskunde;47;114
School;07. 13554-20RM-000;22-23;Bedrijfseconomie;4;114
School;07. 13554-20RM-000;22-23;Biologie;69;114
School;07. 13554-20RM-000;22-23;Duits;30;114
School;07. 13554-20RM-000;22-23;Economie;43;114
School;07. 13554-20RM-000;22-23;Engels;114;114
Benchmark;SHZG;20-21;Friese taal en cultuur;1;4589
Benchmark;SHZG;18-19;Management en organisatie;339;4612
Benchmark;SHZG;19-20;Economie;2364;4960
Benchmark;SHZG;22-23;Algemene natuurwetenschappen;206;4048
Benchmark;SHZG;19-20;Engels;4912;4960
Benchmark;SHZG;19-20;Friese taal en cultuur;1;4960
Benchmark;SHZG;22-23;Frans;1100;4048
Benchmark;SHZG;18-19;Kunst (drama);144;4612
Benchmark;SHZG;22-23;Engels;4031;4048
Benchmark;SHZG;20-21;Wiskunde C;125;4589
Benchmark;SHZG;17-18;Literatuur;112;4511
Benchmark;SHZG;17-18;Wiskunde B;2602;4511
Benchmark;SHZG;19-20;Filosofie;906;4960
Benchmark;SHZG;21-22;Muziek;131;4557
Benchmark;SHZG;19-20;Muziek;172;4960
Benchmark;SHZG;17-18;Rekentoets;4511;4511
Benchmark;SHZG;20-21;Culturele en kunstzinnige vorming;111;4589
Benchmark;SHZG;22-23;Filosofie;787;4048
Benchmark;SHZG;20-21;Lichamelijke opvoeding;4535;4589
Benchmark;SHZG;18-19;Latijn;3404;4612
Benchmark;SHZG;20-21;Duits;1189;4589
Benchmark;SHZG;21-22;Wiskunde A;2048;4557
Benchmark;SHZG;17-18;Frans;1328;4511
Benchmark;SHZG;19-20;Biologie;2798;4960
Benchmark;SHZG;20-21;Natuur, leven en technologie;282;4589
Benchmark;SHZG;22-23;Kunst (algemeen);8;4048
Benchmark;SHZG;18-19;Informatica;196;4612
Benchmark;SHZG;19-20;Natuur, leven en technologie;319;4960
Benchmark;SHZG;22-23;Biologie;2311;4048
Benchmark;SHZG;21-22;Nederlands;4546;4557
Benchmark;SHZG;22-23;Lichamelijke opvoeding;4006;4048
Benchmark;SHZG;18-19;Maatschappelijke stage;140;4612
Benchmark;SHZG;17-18;Culturele en kunstzinnige vorming;84;4511
Benchmark;SHZG;21-22;Informatica;226;4557
Benchmark;SHZG;18-19;Aardrijkskunde;1550;4612
Benchmark;SHZG;20-21;Engels;4564;4589
Benchmark;SHZG;20-21;Kunst (muziek);34;4589
Benchmark;SHZG;17-18;Nederlands;4511;4511
Benchmark;SHZG;21-22;Culturele en kunstzinnige vorming;87;4557
Benchmark;SHZG;22-23;Chinese taal en cultuur;42;4048
Benchmark;SHZG;19-20;Wiskunde A;2118;4960
Benchmark;SHZG;19-20;Spaanse taal en literatuur;180;4960
Benchmark;SHZG;22-23;Maatschappijwetenschappen;166;4048
Benchmark;SHZG;20-21;Geschiedenis;2280;4589
Benchmark;SHZG;18-19;Bewegen, sport en maatschappij;15;4612
Benchmark;SHZG;22-23;Spaanse taal en literatuur;115;4048
Benchmark;SHZG;17-18;Wiskunde C;121;4511
Benchmark;SHZG;20-21;Wiskunde A;1888;4589
Benchmark;SHZG;22-23;Informatica;179;4048
Benchmark;SHZG;19-20;Levensbeschouwelijk vormingsonderwijs;498;4960
Benchmark;SHZG;21-22;Friese taal en cultuur;1;4557
Benchmark;SHZG;20-21;Maatschappijwetenschappen;195;4589
Benchmark;SHZG;18-19;Wiskunde A;1852;4612
Benchmark;SHZG;21-22;Wiskunde B;2406;4557
Benchmark;SHZG;20-21;Kunst (beeldende vormgeving);436;4589
Benchmark;SHZG;20-21;Management en organisatie;14;4589
Benchmark;SHZG;20-21;Frans;1378;4589
Benchmark;SHZG;17-18;Engels;4511;4511
Benchmark;SHZG;20-21;Scheikunde;2797;4589
Benchmark;SHZG;20-21;Onderzoek en ontwerpen (beschikking 2007);54;4589
Benchmark;SHZG;21-22;Wiskunde D;547;4557
Benchmark;SHZG;22-23;Duits;917;4048
Benchmark;SHZG;18-19;Natuur, leven en technologie;372;4612
Benchmark;SHZG;19-20;Natuurkunde;2924;4960
Benchmark;SHZG;19-20;Management en organisatie;390;4960
Benchmark;SHZG;21-22;Kunst (beeldende vormgeving);456;4557
Benchmark;SHZG;22-23;Wiskunde A;1741;4048
Benchmark;SHZG;18-19;Levensbeschouwelijk vormingsonderwijs;467;4612
Benchmark;SHZG;19-20;Wiskunde C;115;4960
Benchmark;SHZG;21-22;Engels;4538;4557
Benchmark;SHZG;19-20;Kunst (drama);132;4960
Benchmark;SHZG;21-22;Maatschappijwetenschappen;178;4557
Benchmark;SHZG;18-19;Wiskunde C;112;4612
Benchmark;SHZG;19-20;Geschiedenis;2395;4960
Benchmark;SHZG;17-18;Grieks;1290;4511
Benchmark;SHZG;19-20;Culturele en kunstzinnige vorming;103;4960
Benchmark;SHZG;17-18;Aardrijkskunde;1533;4511
Benchmark;SHZG;21-22;Natuur, leven en technologie;303;4557
Benchmark;SHZG;22-23;Russische taal en literatuur;3;4048
Benchmark;SHZG;21-22;Onderzoek en ontwerpen (beschikking 2007);32;4557
Benchmark;SHZG;18-19;Tekenen;100;4612
Benchmark;SHZG;22-23;Scheikunde;2482;4048
Benchmark;SHZG;17-18;Wiskunde D;630;4511
Benchmark;SHZG;20-21;Aardrijkskunde;1627;4589
Benchmark;SHZG;21-22;Latijn;3040;4557
Benchmark;SHZG;19-20;Kunst (beeldende vormgeving);418;4960
Benchmark;SHZG;19-20;Maatschappijwetenschappen;177;4960
Benchmark;SHZG;18-19;Russische taal en literatuur;7;4612
Benchmark;SHZG;21-22;Bewegen, sport en maatschappij;19;4557
Benchmark;SHZG;21-22;Geschiedenis;2291;4557
Benchmark;SHZG;18-19;Wiskunde B;2664;4612
Benchmark;SHZG;17-18;Kunst (drama);81;4511
Benchmark;SHZG;19-20;Wiskunde D;625;4960
Benchmark;SHZG;18-19;Duits;1432;4612
Benchmark;SHZG;22-23;Tekenen;103;4048
Benchmark;SHZG;17-18;Duits;1453;4511
Benchmark;SHZG;18-19;Algemene natuurwetenschappen;425;4612
Benchmark;SHZG;19-20;Onderzoek en ontwerpen (beschikking 2007);24;4960
Benchmark;SHZG;18-19;Spaanse taal en literatuur;160;4612
Benchmark;SHZG;21-22;Godsdienst;186;4557
Benchmark;SHZG;18-19;Biologie;2677;4612
Benchmark;SHZG;22-23;Muziek;124;4048
Benchmark;SHZG;19-20;Frans;1392;4960
Benchmark;SHZG;17-18;Levensbeschouwelijk vormingsonderwijs;435;4511
Benchmark;SHZG;21-22;Tekenen;136;4557
Benchmark;SHZG;22-23;Spaanse taal en literatuur (elementair);13;4048
Benchmark;SHZG;21-22;Natuurkunde;2691;4557
Benchmark;SHZG;20-21;Wiskunde D;571;4589
Benchmark;SHZG;17-18;Biologie;2590;4511
Benchmark;SHZG;20-21;Grieks;1397;4589
Benchmark;SHZG;20-21;Economie;2194;4589
Benchmark;SHZG;17-18;Informatica;144;4511
Benchmark;SHZG;17-18;Wiskunde A;1796;4511
Benchmark;SHZG;21-22;Aardrijkskunde;1684;4557
Benchmark;SHZG;18-19;Geschiedenis;2178;4612
Benchmark;SHZG;22-23;Economie;1796;4048
Benchmark;SHZG;20-21;Latijn;3242;4589
Benchmark;SHZG;21-22;Kunst (drama);124;4557
Benchmark;SHZG;21-22;Kunst (algemeen);1;4557
Benchmark;SHZG;18-19;Wiskunde D;602;4612
Benchmark;SHZG;21-22;Chinese taal en cultuur;28;4557
Benchmark;SHZG;21-22;Lichamelijke opvoeding;4529;4557
Benchmark;SHZG;19-20;Wiskunde B;2716;4960
Benchmark;SHZG;20-21;Chinese taal en cultuur;50;4589
Benchmark;SHZG;17-18;Geschiedenis;2149;4511
Benchmark;SHZG;22-23;Grieks;1292;4048
Benchmark;SHZG;22-23;Aardrijkskunde;1480;4048
Benchmark;SHZG;21-22;Biologie;2549;4557
Benchmark;SHZG;19-20;Lichamelijke opvoeding;4918;4960
Benchmark;SHZG;17-18;Onderzoek en ontwerpen (beschikking 2007);19;4511
Benchmark;SHZG;19-20;Rekentoets;890;4960
Benchmark;SHZG;21-22;Bedrijfseconomie;353;4557
Benchmark;SHZG;17-18;Spaanse taal en literatuur;139;4511
Benchmark;SHZG;22-23;Geschiedenis;1999;4048
Benchmark;SHZG;20-21;Bewegen, sport en maatschappij;23;4589
Benchmark;SHZG;19-20;Godsdienst;243;4960
Benchmark;SHZG;18-19;Maatschappijwetenschappen;127;4612
Benchmark;SHZG;21-22;Literatuur;95;4557
Benchmark;SHZG;17-18;Latijn;3301;4511
Benchmark;SHZG;22-23;Wiskunde B;2218;4048
Benchmark;SHZG;20-21;Maatschappijleer;4571;4589
Benchmark;SHZG;21-22;Filosofie;785;4557
Benchmark;SHZG;18-19;Maatschappijleer;4601;4612
Benchmark;SHZG;20-21;Kunst (algemeen);10;4589
Benchmark;SHZG;20-21;Spaanse taal en literatuur (elementair);12;4589
Benchmark;SHZG;22-23;Kunst (muziek);37;4048
Benchmark;SHZG;19-20;Tekenen;118;4960
Benchmark;SHZG;18-19;Kunst (algemeen);15;4612
Benchmark;SHZG;22-23;Maatschappijleer;4035;4048
Benchmark;SHZG;19-20;Kunst (muziek);37;4960
Benchmark;SHZG;18-19;Chinese taal en cultuur;52;4612
Benchmark;SHZG;22-23;Latijn;2842;4048
Benchmark;SHZG;19-20;Russische taal en literatuur;11;4960
Benchmark;SHZG;17-18;Kunst (algemeen);11;4511
Benchmark;SHZG;22-23;Kunst (beeldende vormgeving);394;4048
Benchmark;SHZG;22-23;Natuurkunde;2421;4048
Benchmark;SHZG;19-20;Chinese taal en cultuur;55;4960
Benchmark;SHZG;18-19;Economie;2157;4612
Benchmark;SHZG;19-20;Bewegen, sport en maatschappij;14;4960
Benchmark;SHZG;22-23;Levensbeschouwelijk vormingsonderwijs;477;4048
Benchmark;SHZG;21-22;Scheikunde;2732;4557
Benchmark;SHZG;19-20;Latijn;3613;4960
Benchmark;SHZG;21-22;Spaanse taal en literatuur (elementair);39;4557
Benchmark;SHZG;20-21;Nederlands;4578;4589
Benchmark;SHZG;17-18;Muziek;141;4511
Benchmark;SHZG;19-20;Aardrijkskunde;1670;4960
Benchmark;SHZG;22-23;Natuur, leven en technologie;268;4048
Benchmark;SHZG;18-19;Engels;4603;4612
Benchmark;SHZG;22-23;Literatuur;82;4048
Benchmark;SHZG;21-22;Spaanse taal en literatuur;166;4557
Benchmark;SHZG;17-18;Russische taal en literatuur;7;4511
Benchmark;SHZG;17-18;Algemene natuurwetenschappen;1231;4511
Benchmark;SHZG;21-22;Management en organisatie;1;4557
Benchmark;SHZG;17-18;Bewegen, sport en maatschappij;22;4511
Benchmark;SHZG;17-18;Natuur, leven en technologie;338;4511
Benchmark;SHZG;18-19;Culturele en kunstzinnige vorming;93;4612
Benchmark;SHZG;19-20;Russische taal;1;4960
Benchmark;SHZG;18-19;Spaanse taal en literatuur (elementair);28;4612
Benchmark;SHZG;20-21;Kunst (drama);118;4589
Benchmark;SHZG;20-21;Natuurkunde;2746;4589
Benchmark;SHZG;20-21;Literatuur;107;4589
Benchmark;SHZG;21-22;Grieks;1597;4557
Benchmark;SHZG;19-20;Spaanse taal en literatuur (elementair);28;4960
Benchmark;SHZG;20-21;Godsdienst;234;4589
Benchmark;SHZG;21-22;Levensbeschouwelijk vormingsonderwijs;517;4557
Benchmark;SHZG;17-18;Kunst (beeldende vormgeving);383;4511
Benchmark;SHZG;18-19;Rekentoets;4610;4612
Benchmark;SHZG;17-18;Godsdienst;180;4511
Benchmark;SHZG;18-19;Kunst (beeldende vormgeving);383;4612
Benchmark;SHZG;21-22;Italiaanse taal en literatuur;3;4557
Benchmark;SHZG;20-21;Filosofie;804;4589
Benchmark;SHZG;20-21;Informatica;202;4589
Benchmark;SHZG;17-18;Spaanse taal en literatuur (elementair);19;4511
Benchmark;SHZG;19-20;Nederlands;4929;4960
Benchmark;SHZG;19-20;Informatica;172;4960
Benchmark;SHZG;20-21;Muziek;145;4589
Benchmark;SHZG;17-18;Chinese taal en cultuur;39;4511
Benchmark;SHZG;17-18;Economie;2111;4511
Benchmark;SHZG;21-22;Economie;2113;4557
Benchmark;SHZG;20-21;Tekenen;140;4589
Benchmark;SHZG;20-21;Bedrijfseconomie;344;4589
Benchmark;SHZG;17-18;Maatschappijleer;4510;4511
Benchmark;SHZG;18-19;Kunst (muziek);30;4612
Benchmark;SHZG;20-21;Algemene natuurwetenschappen;352;4589
Benchmark;SHZG;20-21;Wiskunde B;2571;4589
Benchmark;SHZG;21-22;Maatschappijleer;4545;4557
Benchmark;SHZG;22-23;Wiskunde C;86;4048
Benchmark;SHZG;19-20;Duits;1532;4960
Benchmark;SHZG;19-20;Maatschappijleer;4951;4960
Benchmark;SHZG;18-19;Onderzoek en ontwerpen (beschikking 2007);47;4612
Benchmark;SHZG;17-18;Lichamelijke opvoeding;4484;4511
Benchmark;SHZG;17-18;Management en organisatie;345;4511
Benchmark;VWO Landelijk;17-18;Aardrijkskunde;11152;35221
Benchmark;VWO Landelijk;17-18;Algemene natuurwetenschappen;10267;35221
Benchmark;VWO Landelijk;17-18;Bewegen, sport en maatschappij;1538;35221
Benchmark;VWO Landelijk;17-18;Biologie;19131;35221
Benchmark;VWO Landelijk;17-18;Chinese taal en cultuur;152;35221
Benchmark;VWO Landelijk;17-18;Culturele en kunstzinnige vorming;24812;35221
Benchmark;VWO Landelijk;17-18;Duits;18926;35221
Benchmark;VWO Landelijk;17-18;Economie;18240;35221
Benchmark;VWO Landelijk;17-18;Engels;35221;35221
Benchmark;VWO Landelijk;17-18;Filosofie;3026;35221
Benchmark;VWO Landelijk;17-18;Frans;12514;35221
Benchmark;VWO Landelijk;17-18;Geschiedenis;15442;35221
Benchmark;VWO Landelijk;17-18;Godsdienst;4375;35221
Benchmark;VWO Landelijk;17-18;Grieks;2755;35221
Benchmark;VWO Landelijk;17-18;Informatica;4676;35221
Benchmark;VWO Landelijk;17-18;Klassieke culturele vorming;125;35221
Benchmark;VWO Landelijk;17-18;Kunst (algemeen);33;35221
Benchmark;VWO Landelijk;17-18;Kunst (beeldende vormgeving);2764;35221
Benchmark;VWO Landelijk;17-18;Kunst (drama);631;35221
Benchmark;VWO Landelijk;17-18;Kunst (muziek);807;35221
Benchmark;VWO Landelijk;17-18;Latijn;6876;35221
Benchmark;VWO Landelijk;17-18;Levensbeschouwelijk vormingsonderwijs;7100;35221
Benchmark;VWO Landelijk;17-18;Lichamelijke opvoeding;34778;35221
Benchmark;VWO Landelijk;17-18;Literatuur;977;35221
Benchmark;VWO Landelijk;17-18;Maatschappijleer;33532;35221
Benchmark;VWO Landelijk;17-18;Maatschappijwetenschappen;2768;35221
Benchmark;VWO Landelijk;17-18;Management en organisatie;9019;35221
Benchmark;VWO Landelijk;17-18;Muziek;928;35221
Benchmark;VWO Landelijk;17-18;Natuur, leven en technologie;3180;35221
Benchmark;VWO Landelijk;17-18;Natuurkunde;19533;35221
Benchmark;VWO Landelijk;17-18;Nederlands;35221;35221
Benchmark;VWO Landelijk;17-18;Onderzoek en ontwerpen (beschikking 2007);884;35221
Benchmark;VWO Landelijk;17-18;Rekentoets;35216;35221
Benchmark;VWO Landelijk;17-18;Russische taal en literatuur;16;35221
Benchmark;VWO Landelijk;17-18;Scheikunde;21134;35221
Benchmark;VWO Landelijk;17-18;Spaanse taal en literatuur;1519;35221
Benchmark;VWO Landelijk;17-18;Spaanse taal en literatuur (elementair);759;35221
Benchmark;VWO Landelijk;17-18;Tekenen;1651;35221
Benchmark;VWO Landelijk;17-18;Wiskunde A;16266;35221
Benchmark;VWO Landelijk;17-18;Wiskunde B;18004;35221
Benchmark;VWO Landelijk;17-18;Wiskunde C;1034;35221
Benchmark;VWO Landelijk;17-18;Wiskunde D;3192;35221
Benchmark;VWO Landelijk;18-19;Aardrijkskunde;11183;35094
Benchmark;VWO Landelijk;18-19;Algemene natuurwetenschappen;7587;35094
Benchmark;VWO Landelijk;18-19;Bewegen, sport en maatschappij;1522;35094
Benchmark;VWO Landelijk;18-19;Biologie;18921;35094
Benchmark;VWO Landelijk;18-19;Chinese taal en cultuur;162;35094
Benchmark;VWO Landelijk;18-19;Culturele en kunstzinnige vorming;24622;35094
Benchmark;VWO Landelijk;18-19;Duits;18363;35094
Benchmark;VWO Landelijk;18-19;Economie;18116;35094
Benchmark;VWO Landelijk;18-19;Engels;34954;35094
Benchmark;VWO Landelijk;18-19;Filosofie;2752;35094
Benchmark;VWO Landelijk;18-19;Frans;12519;35094
Benchmark;VWO Landelijk;18-19;Geschiedenis;15374;35094
Benchmark;VWO Landelijk;18-19;Godsdienst;4584;35094
Benchmark;VWO Landelijk;18-19;Grieks;2494;35094
Benchmark;VWO Landelijk;18-19;Informatica;4741;35094
Benchmark;VWO Landelijk;18-19;Kunst (algemeen);31;35094
Benchmark;VWO Landelijk;18-19;Kunst (beeldende vormgeving);2757;35094
Benchmark;VWO Landelijk;18-19;Kunst (drama);662;35094
Benchmark;VWO Landelijk;18-19;Kunst (muziek);829;35094
Benchmark;VWO Landelijk;18-19;Latijn;7097;35094
Benchmark;VWO Landelijk;18-19;Levensbeschouwelijk vormingsonderwijs;6876;35094
Benchmark;VWO Landelijk;18-19;Lichamelijke opvoeding;34567;35094
Benchmark;VWO Landelijk;18-19;Literatuur;957;35094
Benchmark;VWO Landelijk;18-19;Maatschappelijke stage;617;35094
Benchmark;VWO Landelijk;18-19;Maatschappijleer;33370;35094
Benchmark;VWO Landelijk;18-19;Maatschappijwetenschappen;2846;35094
Benchmark;VWO Landelijk;18-19;Management en organisatie;8989;35094
Benchmark;VWO Landelijk;18-19;Muziek;944;35094
Benchmark;VWO Landelijk;18-19;Natuur, leven en technologie;3162;35094
Benchmark;VWO Landelijk;18-19;Natuurkunde;19423;35094
Benchmark;VWO Landelijk;18-19;Nederlands;34997;35094
Benchmark;VWO Landelijk;18-19;Onderzoek en ontwerpen (beschikking 2007);1053;35094
Benchmark;VWO Landelijk;18-19;Rekentoets;35058;35094
Benchmark;VWO Landelijk;18-19;Russische taal en literatuur;11;35094
Benchmark;VWO Landelijk;18-19;Scheikunde;21032;35094
Benchmark;VWO Landelijk;18-19;Spaanse taal en literatuur;1527;35094
Benchmark;VWO Landelijk;18-19;Spaanse taal en literatuur (elementair);803;35094
Benchmark;VWO Landelijk;18-19;Tekenen;1587;35094
Benchmark;VWO Landelijk;18-19;Wiskunde A;16089;35094
Benchmark;VWO Landelijk;18-19;Wiskunde B;18185;35094
Benchmark;VWO Landelijk;18-19;Wiskunde C;867;35094
Benchmark;VWO Landelijk;18-19;Wiskunde D;3100;35094
Benchmark;VWO Landelijk;19-20;Aardrijkskunde;12572;38462
Benchmark;VWO Landelijk;19-20;Algemene natuurwetenschappen;6645;38462
Benchmark;VWO Landelijk;19-20;Bewegen, sport en maatschappij;1847;38462
Benchmark;VWO Landelijk;19-20;Biologie;20698;38462
Benchmark;VWO Landelijk;19-20;Chinese taal en cultuur;227;38462
Benchmark;VWO Landelijk;19-20;Culturele en kunstzinnige vorming;26918;38462
Benchmark;VWO Landelijk;19-20;Duits;19627;38462
Benchmark;VWO Landelijk;19-20;Economie;19897;38462
Benchmark;VWO Landelijk;19-20;Engels;38274;38462
Benchmark;VWO Landelijk;19-20;Filosofie;2954;38462
Benchmark;VWO Landelijk;19-20;Frans;13629;38462
Benchmark;VWO Landelijk;19-20;Friese taal en cultuur;24;38462
Benchmark;VWO Landelijk;19-20;Geschiedenis;17055;38462
Benchmark;VWO Landelijk;19-20;Godsdienst;5062;38462
Benchmark;VWO Landelijk;19-20;Grieks;2896;38462
Benchmark;VWO Landelijk;19-20;Informatica;4955;38462
Benchmark;VWO Landelijk;19-20;Kunst (beeldende vormgeving);3045;38462
Benchmark;VWO Landelijk;19-20;Kunst (drama);734;38462
Benchmark;VWO Landelijk;19-20;Kunst (muziek);870;38462
Benchmark;VWO Landelijk;19-20;Latijn;7421;38462
Benchmark;VWO Landelijk;19-20;Levensbeschouwelijk vormingsonderwijs;7619;38462
Benchmark;VWO Landelijk;19-20;Lichamelijke opvoeding;37728;38462
Benchmark;VWO Landelijk;19-20;Literatuur;972;38462
Benchmark;VWO Landelijk;19-20;Maatschappijleer;36519;38462
Benchmark;VWO Landelijk;19-20;Maatschappijwetenschappen;2996;38462
Benchmark;VWO Landelijk;19-20;Management en organisatie;9929;38462
Benchmark;VWO Landelijk;19-20;Muziek;1004;38462
Benchmark;VWO Landelijk;19-20;Natuur, leven en technologie;3420;38462
Benchmark;VWO Landelijk;19-20;Natuurkunde;20893;38462
Benchmark;VWO Landelijk;19-20;Nederlands;38317;38462
Benchmark;VWO Landelijk;19-20;Onderzoek en ontwerpen (beschikking 2007);1135;38462
Benchmark;VWO Landelijk;19-20;Rekentoets;8028;38462
Benchmark;VWO Landelijk;19-20;Russische taal;1;38462
Benchmark;VWO Landelijk;19-20;Russische taal en literatuur;21;38462
Benchmark;VWO Landelijk;19-20;Scheikunde;22751;38462
Benchmark;VWO Landelijk;19-20;Spaanse taal en literatuur;1948;38462
