Type data;tSchool;Schooljaar;Vak omschrijving;Aantal vak deelnemers;Totaal aantal vak deelnemers
School;32. 20151-14QT-000;18-19;Kunst (beeldende vormgeving);23;80
School;32. 20151-14QT-000;18-19;Latijn;61;80
School;32. 20151-14QT-000;18-19;Levensbeschouwelijk vormingsonderwijs;80;80
School;32. 20151-14QT-000;18-19;Lichamelijke opvoeding;80;80
School;32. 20151-14QT-000;18-19;Maatschappijleer;80;80
School;32. 20151-14QT-000;18-19;Natuurkunde;47;80
School;32. 20151-14QT-000;18-19;Nederlands;80;80
School;32. 20151-14QT-000;18-19;Rekentoets;80;80
School;32. 20151-14QT-000;18-19;Scheikunde;46;80
School;32. 20151-14QT-000;18-19;Wiskunde A;33;80
School;32. 20151-14QT-000;18-19;Wiskunde B;47;80
School;32. 20151-14QT-000;18-19;Wiskunde D;5;80
School;32. 20151-14QT-000;19-20;Aardrijkskunde;26;92
School;32. 20151-14QT-000;19-20;Biologie;46;92
School;32. 20151-14QT-000;19-20;Duits;32;92
School;32. 20151-14QT-000;19-20;Economie;53;92
School;32. 20151-14QT-000;19-20;Engels;92;92
School;32. 20151-14QT-000;19-20;Frans;25;92
School;32. 20151-14QT-000;19-20;Geschiedenis;37;92
School;32. 20151-14QT-000;19-20;Grieks;37;92
School;32. 20151-14QT-000;19-20;Informatica;21;92
School;32. 20151-14QT-000;19-20;Kunst (beeldende vormgeving);15;92
School;32. 20151-14QT-000;19-20;Latijn;63;92
School;32. 20151-14QT-000;19-20;Levensbeschouwelijk vormingsonderwijs;92;92
School;32. 20151-14QT-000;19-20;Lichamelijke opvoeding;92;92
School;32. 20151-14QT-000;19-20;Maatschappijleer;92;92
School;32. 20151-14QT-000;19-20;Natuurkunde;54;92
School;32. 20151-14QT-000;19-20;Nederlands;92;92
School;32. 20151-14QT-000;19-20;Rekentoets;91;92
School;32. 20151-14QT-000;19-20;Scheikunde;58;92
School;32. 20151-14QT-000;19-20;Wiskunde A;31;92
School;32. 20151-14QT-000;19-20;Wiskunde B;60;92
School;32. 20151-14QT-000;19-20;Wiskunde C;1;92
School;32. 20151-14QT-000;19-20;Wiskunde D;15;92
School;32. 20151-14QT-000;20-21;Aardrijkskunde;18;76
School;32. 20151-14QT-000;20-21;Biologie;35;76
School;32. 20151-14QT-000;20-21;Duits;20;76
School;32. 20151-14QT-000;20-21;Economie;37;76
School;32. 20151-14QT-000;20-21;Engels;75;76
School;32. 20151-14QT-000;20-21;Frans;33;76
School;32. 20151-14QT-000;20-21;Geschiedenis;35;76
School;32. 20151-14QT-000;20-21;Grieks;27;76
School;32. 20151-14QT-000;20-21;Informatica;24;76
School;32. 20151-14QT-000;20-21;Kunst (beeldende vormgeving);19;76
School;32. 20151-14QT-000;20-21;Latijn;58;76
School;32. 20151-14QT-000;20-21;Levensbeschouwelijk vormingsonderwijs;75;76
School;32. 20151-14QT-000;20-21;Lichamelijke opvoeding;76;76
School;32. 20151-14QT-000;20-21;Maatschappijleer;75;76
School;32. 20151-14QT-000;20-21;Natuurkunde;44;76
School;32. 20151-14QT-000;20-21;Nederlands;76;76
School;32. 20151-14QT-000;20-21;Scheikunde;44;76
School;32. 20151-14QT-000;20-21;Wiskunde A;30;76
School;32. 20151-14QT-000;20-21;Wiskunde B;45;76
School;32. 20151-14QT-000;20-21;Wiskunde C;1;76
School;32. 20151-14QT-000;20-21;Wiskunde D;11;76
School;32. 20151-14QT-000;21-22;Aardrijkskunde;18;79
School;32. 20151-14QT-000;21-22;Biologie;42;79
School;32. 20151-14QT-000;21-22;Duits;10;79
School;32. 20151-14QT-000;21-22;Economie;39;79
School;32. 20151-14QT-000;21-22;Engels;79;79
School;32. 20151-14QT-000;21-22;Frans;33;79
School;32. 20151-14QT-000;21-22;Geschiedenis;34;79
School;32. 20151-14QT-000;21-22;Grieks;12;79
School;32. 20151-14QT-000;21-22;Informatica;20;79
School;32. 20151-14QT-000;21-22;Kunst (beeldende vormgeving);15;79
School;32. 20151-14QT-000;21-22;Latijn;68;79
School;32. 20151-14QT-000;21-22;Levensbeschouwelijk vormingsonderwijs;79;79
School;32. 20151-14QT-000;21-22;Lichamelijke opvoeding;79;79
School;32. 20151-14QT-000;21-22;Maatschappijleer;79;79
School;32. 20151-14QT-000;21-22;Natuurkunde;54;79
School;32. 20151-14QT-000;21-22;Nederlands;79;79
School;32. 20151-14QT-000;21-22;Scheikunde;48;79
School;32. 20151-14QT-000;21-22;Wiskunde A;23;79
School;32. 20151-14QT-000;21-22;Wiskunde B;56;79
School;32. 20151-14QT-000;21-22;Wiskunde D;12;79
School;32. 20151-14QT-000;22-23;Aardrijkskunde;19;64
School;32. 20151-14QT-000;22-23;Biologie;24;64
School;32. 20151-14QT-000;22-23;Duits;15;64
School;32. 20151-14QT-000;22-23;Economie;30;64
School;32. 20151-14QT-000;22-23;Engels;64;64
School;32. 20151-14QT-000;22-23;Frans;21;64
School;32. 20151-14QT-000;22-23;Geschiedenis;24;64
School;32. 20151-14QT-000;22-23;Grieks;18;64
School;32. 20151-14QT-000;22-23;Informatica;25;64
School;32. 20151-14QT-000;22-23;Kunst (beeldende vormgeving);7;64
School;32. 20151-14QT-000;22-23;Latijn;53;64
School;32. 20151-14QT-000;22-23;Levensbeschouwelijk vormingsonderwijs;64;64
School;32. 20151-14QT-000;22-23;Lichamelijke opvoeding;64;64
School;32. 20151-14QT-000;22-23;Maatschappijleer;64;64
School;32. 20151-14QT-000;22-23;Natuurkunde;42;64
School;32. 20151-14QT-000;22-23;Nederlands;64;64
School;32. 20151-14QT-000;22-23;Scheikunde;43;64
School;32. 20151-14QT-000;22-23;Wiskunde A;18;64
School;32. 20151-14QT-000;22-23;Wiskunde B;46;64
School;32. 20151-14QT-000;22-23;Wiskunde D;15;64
School;44. 20151-31RY-000;17-18;Aardrijkskunde;5;28
School;44. 20151-31RY-000;17-18;Biologie;18;28
School;44. 20151-31RY-000;17-18;Duits;4;28
School;44. 20151-31RY-000;17-18;Economie;15;28
School;44. 20151-31RY-000;17-18;Engels;28;28
School;44. 20151-31RY-000;17-18;Frans;6;28
School;44. 20151-31RY-000;17-18;Geschiedenis;13;28
School;44. 20151-31RY-000;17-18;Godsdienst;28;28
School;44. 20151-31RY-000;17-18;Grieks;3;28
School;44. 20151-31RY-000;17-18;Kunst (beeldende vormgeving);6;28
School;44. 20151-31RY-000;17-18;Latijn;26;28
School;44. 20151-31RY-000;17-18;Lichamelijke opvoeding;28;28
School;44. 20151-31RY-000;17-18;Maatschappijleer;28;28
School;44. 20151-31RY-000;17-18;Management en organisatie;8;28
School;44. 20151-31RY-000;17-18;Natuur, leven en technologie;3;28
School;44. 20151-31RY-000;17-18;Natuurkunde;14;28
School;44. 20151-31RY-000;17-18;Nederlands;28;28
School;44. 20151-31RY-000;17-18;Rekentoets;28;28
School;44. 20151-31RY-000;17-18;Scheikunde;15;28
School;44. 20151-31RY-000;17-18;Wiskunde A;14;28
School;44. 20151-31RY-000;17-18;Wiskunde B;13;28
School;44. 20151-31RY-000;17-18;Wiskunde C;1;28
School;44. 20151-31RY-000;17-18;Wiskunde D;7;28
School;44. 20151-31RY-000;18-19;Aardrijkskunde;8;29
School;44. 20151-31RY-000;18-19;Biologie;14;29
School;44. 20151-31RY-000;18-19;Duits;5;29
School;44. 20151-31RY-000;18-19;Economie;18;29
School;44. 20151-31RY-000;18-19;Engels;29;29
School;44. 20151-31RY-000;18-19;Frans;10;29
School;44. 20151-31RY-000;18-19;Geschiedenis;17;29
School;44. 20151-31RY-000;18-19;Godsdienst;29;29
School;44. 20151-31RY-000;18-19;Grieks;6;29
School;44. 20151-31RY-000;18-19;Kunst (beeldende vormgeving);3;29
School;44. 20151-31RY-000;18-19;Latijn;25;29
School;44. 20151-31RY-000;18-19;Lichamelijke opvoeding;29;29
School;44. 20151-31RY-000;18-19;Maatschappijleer;29;29
School;44. 20151-31RY-000;18-19;Management en organisatie;11;29
School;44. 20151-31RY-000;18-19;Natuur, leven en technologie;3;29
School;44. 20151-31RY-000;18-19;Natuurkunde;15;29
School;44. 20151-31RY-000;18-19;Nederlands;29;29
School;44. 20151-31RY-000;18-19;Rekentoets;29;29
School;44. 20151-31RY-000;18-19;Scheikunde;16;29
School;44. 20151-31RY-000;18-19;Wiskunde A;13;29
School;44. 20151-31RY-000;18-19;Wiskunde B;16;29
School;44. 20151-31RY-000;18-19;Wiskunde D;5;29
School;44. 20151-31RY-000;19-20;Aardrijkskunde;15;81
School;44. 20151-31RY-000;19-20;Biologie;46;81
School;44. 20151-31RY-000;19-20;Culturele en kunstzinnige vorming;31;81
School;44. 20151-31RY-000;19-20;Duits;28;81
School;44. 20151-31RY-000;19-20;Economie;39;81
School;44. 20151-31RY-000;19-20;Engels;81;81
School;44. 20151-31RY-000;19-20;Frans;36;81
School;44. 20151-31RY-000;19-20;Geschiedenis;37;81
School;44. 20151-31RY-000;19-20;Godsdienst;81;81
School;44. 20151-31RY-000;19-20;Grieks;12;81
School;44. 20151-31RY-000;19-20;Informatica;9;81
School;44. 20151-31RY-000;19-20;Kunst (beeldende vormgeving);18;81
School;44. 20151-31RY-000;19-20;Latijn;43;81
School;44. 20151-31RY-000;19-20;Lichamelijke opvoeding;81;81
School;44. 20151-31RY-000;19-20;Maatschappijleer;81;81
School;44. 20151-31RY-000;19-20;Maatschappijwetenschappen;20;81
School;44. 20151-31RY-000;19-20;Management en organisatie;20;81
School;44. 20151-31RY-000;19-20;Natuur, leven en technologie;9;81
School;44. 20151-31RY-000;19-20;Natuurkunde;44;81
School;44. 20151-31RY-000;19-20;Nederlands;81;81
School;44. 20151-31RY-000;19-20;Rekentoets;17;81
School;44. 20151-31RY-000;19-20;Scheikunde;47;81
School;44. 20151-31RY-000;19-20;Wiskunde A;35;81
School;44. 20151-31RY-000;19-20;Wiskunde B;42;81
School;44. 20151-31RY-000;19-20;Wiskunde C;4;81
School;44. 20151-31RY-000;19-20;Wiskunde D;14;81
School;44. 20151-31RY-000;20-21;Aardrijkskunde;14;73
School;44. 20151-31RY-000;20-21;Bedrijfseconomie;12;73
School;44. 20151-31RY-000;20-21;Biologie;36;73
School;44. 20151-31RY-000;20-21;Culturele en kunstzinnige vorming;19;73
School;44. 20151-31RY-000;20-21;Duits;23;73
School;44. 20151-31RY-000;20-21;Economie;32;73
School;44. 20151-31RY-000;20-21;Engels;72;73
School;44. 20151-31RY-000;20-21;Frans;27;73
School;44. 20151-31RY-000;20-21;Geschiedenis;42;73
School;44. 20151-31RY-000;20-21;Godsdienst;71;73
School;44. 20151-31RY-000;20-21;Grieks;14;73
School;44. 20151-31RY-000;20-21;Informatica;6;73
School;44. 20151-31RY-000;20-21;Kunst (beeldende vormgeving);32;73
School;44. 20151-31RY-000;20-21;Latijn;43;73
School;44. 20151-31RY-000;20-21;Lichamelijke opvoeding;73;73
School;44. 20151-31RY-000;20-21;Maatschappijleer;71;73
School;44. 20151-31RY-000;20-21;Maatschappijwetenschappen;29;73
School;44. 20151-31RY-000;20-21;Management en organisatie;3;73
School;44. 20151-31RY-000;20-21;Natuur, leven en technologie;3;73
School;44. 20151-31RY-000;20-21;Natuurkunde;31;73
School;44. 20151-31RY-000;20-21;Nederlands;72;73
School;44. 20151-31RY-000;20-21;Scheikunde;35;73
School;44. 20151-31RY-000;20-21;Wiskunde A;43;73
School;44. 20151-31RY-000;20-21;Wiskunde B;24;73
School;44. 20151-31RY-000;20-21;Wiskunde C;6;73
School;44. 20151-31RY-000;20-21;Wiskunde D;5;73
School;44. 20151-31RY-000;21-22;Aardrijkskunde;10;92
School;44. 20151-31RY-000;21-22;Bedrijfseconomie;20;92
School;44. 20151-31RY-000;21-22;Biologie;45;92
School;44. 20151-31RY-000;21-22;Culturele en kunstzinnige vorming;31;92
School;44. 20151-31RY-000;21-22;Duits;15;92
School;44. 20151-31RY-000;21-22;Economie;38;92
School;44. 20151-31RY-000;21-22;Engels;92;92
School;44. 20151-31RY-000;21-22;Frans;47;92
School;44. 20151-31RY-000;21-22;Geschiedenis;46;92
School;44. 20151-31RY-000;21-22;Grieks;7;92
School;44. 20151-31RY-000;21-22;Informatica;47;92
School;44. 20151-31RY-000;21-22;Kunst (beeldende vormgeving);11;92
School;44. 20151-31RY-000;21-22;Latijn;55;92
School;44. 20151-31RY-000;21-22;Levensbeschouwelijk vormingsonderwijs;92;92
School;44. 20151-31RY-000;21-22;Lichamelijke opvoeding;92;92
School;44. 20151-31RY-000;21-22;Maatschappijleer;92;92
School;44. 20151-31RY-000;21-22;Maatschappijwetenschappen;33;92
School;44. 20151-31RY-000;21-22;Natuur, leven en technologie;1;92
School;44. 20151-31RY-000;21-22;Natuurkunde;42;92
School;44. 20151-31RY-000;21-22;Nederlands;92;92
School;44. 20151-31RY-000;21-22;Scheikunde;47;92
School;44. 20151-31RY-000;21-22;Wiskunde A;54;92
School;44. 20151-31RY-000;21-22;Wiskunde B;37;92
School;44. 20151-31RY-000;21-22;Wiskunde C;1;92
School;44. 20151-31RY-000;21-22;Wiskunde D;7;92
School;44. 20151-31RY-000;22-23;Aardrijkskunde;12;78
School;44. 20151-31RY-000;22-23;Bedrijfseconomie;20;78
School;44. 20151-31RY-000;22-23;Biologie;41;78
School;44. 20151-31RY-000;22-23;Culturele en kunstzinnige vorming;30;78
School;44. 20151-31RY-000;22-23;Duits;16;78
School;44. 20151-31RY-000;22-23;Economie;29;78
School;44. 20151-31RY-000;22-23;Engels;78;78
School;44. 20151-31RY-000;22-23;Frans;38;78
School;44. 20151-31RY-000;22-23;Geschiedenis;37;78
School;44. 20151-31RY-000;22-23;Grieks;8;78
School;44. 20151-31RY-000;22-23;Informatica;17;78
School;44. 20151-31RY-000;22-23;Kunst (beeldende vormgeving);14;78
School;44. 20151-31RY-000;22-23;Latijn;43;78
School;44. 20151-31RY-000;22-23;Levensbeschouwelijk vormingsonderwijs;78;78
School;44. 20151-31RY-000;22-23;Lichamelijke opvoeding;77;78
School;44. 20151-31RY-000;22-23;Maatschappijleer;78;78
School;44. 20151-31RY-000;22-23;Maatschappijwetenschappen;33;78
School;44. 20151-31RY-000;22-23;Natuurkunde;41;78
School;44. 20151-31RY-000;22-23;Nederlands;78;78
School;44. 20151-31RY-000;22-23;Scheikunde;42;78
School;44. 20151-31RY-000;22-23;Wiskunde A;41;78
School;44. 20151-31RY-000;22-23;Wiskunde B;32;78
School;44. 20151-31RY-000;22-23;Wiskunde C;6;78
School;44. 20151-31RY-000;22-23;Wiskunde D;9;78
School;18. 31240-02CR-000;17-18;Aardrijkskunde;60;97
School;18. 31240-02CR-000;17-18;Biologie;55;97
School;18. 31240-02CR-000;17-18;Duits;17;97
School;18. 31240-02CR-000;17-18;Economie;49;97
School;18. 31240-02CR-000;17-18;Engels;97;97
School;18. 31240-02CR-000;17-18;Filosofie;26;97
School;18. 31240-02CR-000;17-18;Frans;13;97
School;18. 31240-02CR-000;17-18;Geschiedenis;45;97
School;18. 31240-02CR-000;17-18;Godsdienst;97;97
School;18. 31240-02CR-000;17-18;Grieks;19;97
School;18. 31240-02CR-000;17-18;Kunst (algemeen);3;97
School;18. 31240-02CR-000;17-18;Kunst (beeldende vormgeving);6;97
School;18. 31240-02CR-000;17-18;Latijn;83;97
School;18. 31240-02CR-000;17-18;Lichamelijke opvoeding;97;97
School;18. 31240-02CR-000;17-18;Maatschappijleer;97;97
School;18. 31240-02CR-000;17-18;Natuur, leven en technologie;22;97
School;18. 31240-02CR-000;17-18;Natuurkunde;59;97
School;18. 31240-02CR-000;17-18;Nederlands;97;97
School;18. 31240-02CR-000;17-18;Rekentoets;97;97
School;18. 31240-02CR-000;17-18;Scheikunde;58;97
School;18. 31240-02CR-000;17-18;Wiskunde A;39;97
School;18. 31240-02CR-000;17-18;Wiskunde B;56;97
School;18. 31240-02CR-000;17-18;Wiskunde C;2;97
School;18. 31240-02CR-000;18-19;Aardrijkskunde;51;103
School;18. 31240-02CR-000;18-19;Biologie;70;103
School;18. 31240-02CR-000;18-19;Duits;32;103
School;18. 31240-02CR-000;18-19;Economie;52;103
School;18. 31240-02CR-000;18-19;Engels;103;103
School;18. 31240-02CR-000;18-19;Filosofie;15;103
School;18. 31240-02CR-000;18-19;Frans;18;103
School;18. 31240-02CR-000;18-19;Geschiedenis;40;103
School;18. 31240-02CR-000;18-19;Godsdienst;103;103
School;18. 31240-02CR-000;18-19;Grieks;9;103
School;18. 31240-02CR-000;18-19;Kunst (algemeen);9;103
School;18. 31240-02CR-000;18-19;Kunst (beeldende vormgeving);8;103
School;18. 31240-02CR-000;18-19;Latijn;95;103
School;18. 31240-02CR-000;18-19;Lichamelijke opvoeding;101;103
School;18. 31240-02CR-000;18-19;Maatschappijleer;103;103
School;18. 31240-02CR-000;18-19;Natuur, leven en technologie;35;103
School;18. 31240-02CR-000;18-19;Natuurkunde;69;103
School;18. 31240-02CR-000;18-19;Nederlands;103;103
School;18. 31240-02CR-000;18-19;Rekentoets;103;103
School;18. 31240-02CR-000;18-19;Scheikunde;70;103
School;18. 31240-02CR-000;18-19;Wiskunde A;42;103
School;18. 31240-02CR-000;18-19;Wiskunde B;58;103
School;18. 31240-02CR-000;18-19;Wiskunde C;3;103
School;18. 31240-02CR-000;19-20;Aardrijkskunde;41;84
School;18. 31240-02CR-000;19-20;Biologie;55;84
School;18. 31240-02CR-000;19-20;Duits;24;84
School;18. 31240-02CR-000;19-20;Economie;36;84
School;18. 31240-02CR-000;19-20;Engels;84;84
School;18. 31240-02CR-000;19-20;Filosofie;6;84
School;18. 31240-02CR-000;19-20;Frans;10;84
School;18. 31240-02CR-000;19-20;Geschiedenis;35;84
School;18. 31240-02CR-000;19-20;Godsdienst;84;84
School;18. 31240-02CR-000;19-20;Grieks;22;84
School;18. 31240-02CR-000;19-20;Kunst (beeldende vormgeving);6;84
School;18. 31240-02CR-000;19-20;Latijn;64;84
School;18. 31240-02CR-000;19-20;Lichamelijke opvoeding;84;84
School;18. 31240-02CR-000;19-20;Maatschappijleer;84;84
School;18. 31240-02CR-000;19-20;Natuur, leven en technologie;27;84
School;18. 31240-02CR-000;19-20;Natuurkunde;57;84
School;18. 31240-02CR-000;19-20;Nederlands;84;84
School;18. 31240-02CR-000;19-20;Scheikunde;55;84
School;18. 31240-02CR-000;19-20;Wiskunde A;35;84
School;18. 31240-02CR-000;19-20;Wiskunde B;48;84
School;18. 31240-02CR-000;19-20;Wiskunde C;1;84
School;18. 31240-02CR-000;20-21;Aardrijkskunde;67;99
School;18. 31240-02CR-000;20-21;Biologie;58;99
School;18. 31240-02CR-000;20-21;Duits;28;99
School;18. 31240-02CR-000;20-21;Economie;57;99
School;18. 31240-02CR-000;20-21;Engels;98;99
School;18. 31240-02CR-000;20-21;Filosofie;16;99
School;18. 31240-02CR-000;20-21;Frans;11;99
School;18. 31240-02CR-000;20-21;Geschiedenis;50;99
School;18. 31240-02CR-000;20-21;Godsdienst;99;99
School;18. 31240-02CR-000;20-21;Grieks;15;99
School;18. 31240-02CR-000;20-21;Kunst (beeldende vormgeving);6;99
School;18. 31240-02CR-000;20-21;Latijn;86;99
School;18. 31240-02CR-000;20-21;Lichamelijke opvoeding;97;99
School;18. 31240-02CR-000;20-21;Maatschappijleer;99;99
School;18. 31240-02CR-000;20-21;Natuur, leven en technologie;21;99
School;18. 31240-02CR-000;20-21;Natuurkunde;57;99
School;18. 31240-02CR-000;20-21;Nederlands;98;99
School;18. 31240-02CR-000;20-21;Scheikunde;55;99
School;18. 31240-02CR-000;20-21;Wiskunde A;53;99
School;18. 31240-02CR-000;20-21;Wiskunde B;42;99
School;18. 31240-02CR-000;20-21;Wiskunde C;4;99
School;18. 31240-02CR-000;21-22;Aardrijkskunde;65;114
School;18. 31240-02CR-000;21-22;Biologie;66;114
School;18. 31240-02CR-000;21-22;Duits;25;114
School;18. 31240-02CR-000;21-22;Economie;55;114
School;18. 31240-02CR-000;21-22;Engels;112;114
School;18. 31240-02CR-000;21-22;Filosofie;18;114
School;18. 31240-02CR-000;21-22;Frans;23;114
School;18. 31240-02CR-000;21-22;Geschiedenis;62;114
School;18. 31240-02CR-000;21-22;Godsdienst;114;114
School;18. 31240-02CR-000;21-22;Grieks;28;114
School;18. 31240-02CR-000;21-22;Kunst (beeldende vormgeving);20;114
School;18. 31240-02CR-000;21-22;Latijn;93;114
School;18. 31240-02CR-000;21-22;Lichamelijke opvoeding;112;114
School;18. 31240-02CR-000;21-22;Maatschappijleer;114;114
School;18. 31240-02CR-000;21-22;Natuur, leven en technologie;23;114
School;18. 31240-02CR-000;21-22;Natuurkunde;65;114
School;18. 31240-02CR-000;21-22;Nederlands;114;114
School;18. 31240-02CR-000;21-22;Scheikunde;65;114
School;18. 31240-02CR-000;21-22;Wiskunde A;61;114
School;18. 31240-02CR-000;21-22;Wiskunde B;49;114
School;18. 31240-02CR-000;21-22;Wiskunde C;3;114
School;18. 31240-02CR-000;22-23;Aardrijkskunde;58;94
School;18. 31240-02CR-000;22-23;Biologie;56;94
School;18. 31240-02CR-000;22-23;Duits;21;94
School;18. 31240-02CR-000;22-23;Economie;47;94
School;18. 31240-02CR-000;22-23;Engels;94;94
School;18. 31240-02CR-000;22-23;Filosofie;12;94
School;18. 31240-02CR-000;22-23;Frans;12;94
School;18. 31240-02CR-000;22-23;Geschiedenis;52;94
School;18. 31240-02CR-000;22-23;Godsdienst;94;94
School;18. 31240-02CR-000;22-23;Grieks;16;94
School;18. 31240-02CR-000;22-23;Kunst (beeldende vormgeving);18;94
School;18. 31240-02CR-000;22-23;Latijn;80;94
School;18. 31240-02CR-000;22-23;Lichamelijke opvoeding;92;94
School;18. 31240-02CR-000;22-23;Maatschappijleer;94;94
School;18. 31240-02CR-000;22-23;Natuur, leven en technologie;22;94
School;18. 31240-02CR-000;22-23;Natuurkunde;53;94
School;18. 31240-02CR-000;22-23;Nederlands;94;94
School;18. 31240-02CR-000;22-23;Scheikunde;55;94
School;18. 31240-02CR-000;22-23;Wiskunde A;50;94
School;18. 31240-02CR-000;22-23;Wiskunde B;39;94
School;18. 31240-02CR-000;22-23;Wiskunde C;5;94
School;16. 33944-02DQ-000;17-18;Aardrijkskunde;42;116
School;16. 33944-02DQ-000;17-18;Biologie;60;116
School;16. 33944-02DQ-000;17-18;Chinese taal en cultuur;10;116
School;16. 33944-02DQ-000;17-18;Duits;41;116
School;16. 33944-02DQ-000;17-18;Economie;56;116
School;16. 33944-02DQ-000;17-18;Engels;116;116
School;16. 33944-02DQ-000;17-18;Filosofie;31;116
School;16. 33944-02DQ-000;17-18;Frans;31;116
School;16. 33944-02DQ-000;17-18;Geschiedenis;51;116
School;16. 33944-02DQ-000;17-18;Grieks;34;116
School;16. 33944-02DQ-000;17-18;Kunst (beeldende vormgeving);11;116
School;16. 33944-02DQ-000;17-18;Latijn;87;116
School;16. 33944-02DQ-000;17-18;Lichamelijke opvoeding;109;116
School;16. 33944-02DQ-000;17-18;Maatschappijleer;116;116
School;16. 33944-02DQ-000;17-18;Management en organisatie;20;116
School;16. 33944-02DQ-000;17-18;Natuur, leven en technologie;15;116
School;16. 33944-02DQ-000;17-18;Natuurkunde;66;116
School;16. 33944-02DQ-000;17-18;Nederlands;116;116
School;16. 33944-02DQ-000;17-18;Rekentoets;116;116
School;16. 33944-02DQ-000;17-18;Russische taal en literatuur;1;116
School;16. 33944-02DQ-000;17-18;Scheikunde;72;116
School;16. 33944-02DQ-000;17-18;Wiskunde A;40;116
School;16. 33944-02DQ-000;17-18;Wiskunde B;74;116
School;16. 33944-02DQ-000;17-18;Wiskunde C;2;116
School;16. 33944-02DQ-000;17-18;Wiskunde D;13;116
School;16. 33944-02DQ-000;18-19;Aardrijkskunde;46;128
School;16. 33944-02DQ-000;18-19;Biologie;54;128
School;16. 33944-02DQ-000;18-19;Chinese taal en cultuur;19;128
School;16. 33944-02DQ-000;18-19;Duits;51;128
School;16. 33944-02DQ-000;18-19;Economie;77;128
School;16. 33944-02DQ-000;18-19;Engels;128;128
School;16. 33944-02DQ-000;18-19;Filosofie;23;128
School;16. 33944-02DQ-000;18-19;Frans;27;128
School;16. 33944-02DQ-000;18-19;Geschiedenis;74;128
School;16. 33944-02DQ-000;18-19;Grieks;19;128
School;16. 33944-02DQ-000;18-19;Kunst (beeldende vormgeving);10;128
School;16. 33944-02DQ-000;18-19;Latijn;111;128
School;16. 33944-02DQ-000;18-19;Lichamelijke opvoeding;128;128
School;16. 33944-02DQ-000;18-19;Maatschappijleer;128;128
School;16. 33944-02DQ-000;18-19;Management en organisatie;24;128
School;16. 33944-02DQ-000;18-19;Natuur, leven en technologie;15;128
School;16. 33944-02DQ-000;18-19;Natuurkunde;71;128
School;16. 33944-02DQ-000;18-19;Nederlands;128;128
School;16. 33944-02DQ-000;18-19;Rekentoets;128;128
School;16. 33944-02DQ-000;18-19;Scheikunde;72;128
School;16. 33944-02DQ-000;18-19;Wiskunde A;54;128
School;16. 33944-02DQ-000;18-19;Wiskunde B;72;128
School;16. 33944-02DQ-000;18-19;Wiskunde C;2;128
School;16. 33944-02DQ-000;18-19;Wiskunde D;15;128
School;16. 33944-02DQ-000;19-20;Aardrijkskunde;51;126
School;16. 33944-02DQ-000;19-20;Biologie;52;126
School;16. 33944-02DQ-000;19-20;Chinese taal en cultuur;20;126
School;16. 33944-02DQ-000;19-20;Duits;47;126
School;16. 33944-02DQ-000;19-20;Economie;90;126
School;16. 33944-02DQ-000;19-20;Engels;126;126
School;16. 33944-02DQ-000;19-20;Filosofie;24;126
School;16. 33944-02DQ-000;19-20;Frans;27;126
School;16. 33944-02DQ-000;19-20;Geschiedenis;74;126
School;16. 33944-02DQ-000;19-20;Grieks;49;126
School;16. 33944-02DQ-000;19-20;Kunst (beeldende vormgeving);10;126
School;16. 33944-02DQ-000;19-20;Latijn;96;126
School;16. 33944-02DQ-000;19-20;Lichamelijke opvoeding;126;126
School;16. 33944-02DQ-000;19-20;Maatschappijleer;126;126
School;16. 33944-02DQ-000;19-20;Management en organisatie;46;126
School;16. 33944-02DQ-000;19-20;Natuur, leven en technologie;16;126
School;16. 33944-02DQ-000;19-20;Natuurkunde;62;126
School;16. 33944-02DQ-000;19-20;Nederlands;126;126
School;16. 33944-02DQ-000;19-20;Scheikunde;62;126
School;16. 33944-02DQ-000;19-20;Wiskunde A;53;126
School;16. 33944-02DQ-000;19-20;Wiskunde B;70;126
School;16. 33944-02DQ-000;19-20;Wiskunde C;3;126
School;16. 33944-02DQ-000;19-20;Wiskunde D;8;126
School;16. 33944-02DQ-000;20-21;Aardrijkskunde;40;98
School;16. 33944-02DQ-000;20-21;Bedrijfseconomie;25;98
School;16. 33944-02DQ-000;20-21;Biologie;45;98
School;16. 33944-02DQ-000;20-21;Chinese taal en cultuur;15;98
School;16. 33944-02DQ-000;20-21;Duits;28;98
School;16. 33944-02DQ-000;20-21;Economie;58;98
School;16. 33944-02DQ-000;20-21;Engels;98;98
School;16. 33944-02DQ-000;20-21;Filosofie;21;98
School;16. 33944-02DQ-000;20-21;Frans;29;98
School;16. 33944-02DQ-000;20-21;Geschiedenis;58;98
School;16. 33944-02DQ-000;20-21;Grieks;28;98
School;16. 33944-02DQ-000;20-21;Kunst (beeldende vormgeving);13;98
School;16. 33944-02DQ-000;20-21;Latijn;79;98
School;16. 33944-02DQ-000;20-21;Lichamelijke opvoeding;98;98
School;16. 33944-02DQ-000;20-21;Maatschappijleer;98;98
School;16. 33944-02DQ-000;20-21;Management en organisatie;3;98
School;16. 33944-02DQ-000;20-21;Natuur, leven en technologie;16;98
School;16. 33944-02DQ-000;20-21;Natuurkunde;50;98
School;16. 33944-02DQ-000;20-21;Nederlands;98;98
School;16. 33944-02DQ-000;20-21;Scheikunde;52;98
School;16. 33944-02DQ-000;20-21;Wiskunde A;48;98
